代號,名稱,年月日,報酬率％
1590,亞德客-KY,2022/03/15,-4.1568
1590,亞德客-KY,2022/03/14,-5.2868
1590,亞德客-KY,2022/03/11,-1.2222
1590,亞德客-KY,2022/03/10,2.9748
1590,亞德客-KY,2022/03/09,1.0405
1590,亞德客-KY,2022/03/08,-2.809
1590,亞德客-KY,2022/03/07,-3.2609
1590,亞德客-KY,2022/03/04,-2.0234
1590,亞德客-KY,2022/03/03,-1.469
1590,亞德客-KY,2022/03/02,-2.1561
1590,亞德客-KY,2022/03/01,5.8696
1590,亞德客-KY,2022/02/25,-0.6479
1590,亞德客-KY,2022/02/24,-0.4301
1590,亞德客-KY,2022/02/23,0.9772
1590,亞德客-KY,2022/02/22,-4.1623
1590,亞德客-KY,2022/02/21,-1.0299
1590,亞德客-KY,2022/02/18,0.5176
1590,亞德客-KY,2022/02/17,2.5478
1590,亞德客-KY,2022/02/16,1.7279
1590,亞德客-KY,2022/02/15,-1.4894
1590,亞德客-KY,2022/02/14,0.9667
1590,亞德客-KY,2022/02/11,-0.7463
1590,亞德客-KY,2022/02/10,-2.7979
1590,亞德客-KY,2022/02/09,3.9871
1590,亞德客-KY,2022/02/08,-1.4862
1590,亞德客-KY,2022/02/07,-1.4644
1590,亞德客-KY,2022/01/26,4.5952
1590,亞德客-KY,2022/01/25,-3.8906
1590,亞德客-KY,2022/01/24,-0.523
1590,亞德客-KY,2022/01/21,-1.3416
1590,亞德客-KY,2022/01/20,0.9375
1590,亞德客-KY,2022/01/19,0.8403
1590,亞德客-KY,2022/01/18,0.528
1590,亞德客-KY,2022/01/17,-0.5252
1590,亞德客-KY,2022/01/14,-3.6437
1590,亞德客-KY,2022/01/13,-1.2
1590,亞德客-KY,2022/01/12,-1.4778
1590,亞德客-KY,2022/01/11,3.8895
1590,亞德客-KY,2022/01/10,-1.3131
1590,亞德客-KY,2022/01/07,1.227
1590,亞德客-KY,2022/01/06,0.7209
1590,亞德客-KY,2022/01/05,-1.0194
1590,亞德客-KY,2022/01/04,-2.3881
1590,亞德客-KY,2022/01/03,-1.4706
1590,亞德客-KY,2021/12/30,0.4926
1590,亞德客-KY,2021/12/29,-0.9756
1590,亞德客-KY,2021/12/28,0
1590,亞德客-KY,2021/12/27,4.1667
1590,亞德客-KY,2021/12/24,1.0267
1590,亞德客-KY,2021/12/23,2.6344
1590,亞德客-KY,2021/12/22,2.043
1590,亞德客-KY,2021/12/21,-0.5348
1590,亞德客-KY,2021/12/20,0.5376
1590,亞德客-KY,2021/12/17,2.1978
1590,亞德客-KY,2021/12/16,0.5525
1590,亞德客-KY,2021/12/15,0.5556
1590,亞德客-KY,2021/12/14,0.4464
1590,亞德客-KY,2021/12/13,0.2237
1590,亞德客-KY,2021/12/10,-0.3344
1590,亞德客-KY,2021/12/09,-0.884
1590,亞德客-KY,2021/12/08,3.3105
1590,亞德客-KY,2021/12/07,3.7915
1590,亞德客-KY,2021/12/06,-0.5889
1590,亞德客-KY,2021/12/03,1.0714
1590,亞德客-KY,2021/12/02,-1.524
1590,亞德客-KY,2021/12/01,-0.2339
1590,亞德客-KY,2021/11/30,4.0146
1590,亞德客-KY,2021/11/29,0.3663
1590,亞德客-KY,2021/11/26,-1.6807
1590,亞德客-KY,2021/11/25,-0.3589
1590,亞德客-KY,2021/11/24,-1.182
1590,亞德客-KY,2021/11/23,-1.6279
1590,亞德客-KY,2021/11/22,2.6253
1590,亞德客-KY,2021/11/19,0.6002
1590,亞德客-KY,2021/11/18,0
1590,亞德客-KY,2021/11/17,2.2086
1590,亞德客-KY,2021/11/16,0.9913
1590,亞德客-KY,2021/11/15,1.8939
1590,亞德客-KY,2021/11/12,1.2788
1590,亞德客-KY,2021/11/11,4.2667
1590,亞德客-KY,2021/11/10,-2.2164
1590,亞德客-KY,2021/11/09,-4.005
1590,亞德客-KY,2021/11/08,-7.3086
1590,亞德客-KY,2021/11/05,2.1327
1590,亞德客-KY,2021/11/04,0.4762
1590,亞德客-KY,2021/11/03,-1.2926
1590,亞德客-KY,2021/11/02,-0.4678
1590,亞德客-KY,2021/11/01,3.012
1590,亞德客-KY,2021/10/29,-1.1905
1590,亞德客-KY,2021/10/28,-3.3372
1590,亞德客-KY,2021/10/27,3.9474
1590,亞德客-KY,2021/10/26,2.5767
1590,亞德客-KY,2021/10/25,-1.3317
1590,亞德客-KY,2021/10/22,-2.2485
1590,亞德客-KY,2021/10/21,-0.4711
1590,亞德客-KY,2021/10/20,-1.8497
1590,亞德客-KY,2021/10/19,2.4882
1590,亞德客-KY,2021/10/18,-0.1183
1590,亞德客-KY,2021/10/15,3.8084
1590,亞德客-KY,2021/10/14,2.133
1590,亞德客-KY,2021/10/13,2.574
1590,亞德客-KY,2021/10/12,-4.7794
1590,亞德客-KY,2021/10/08,1.4925
1590,亞德客-KY,2021/10/07,5.7895
1590,亞德客-KY,2021/10/06,-1.5544
1590,亞德客-KY,2021/10/05,-1.4049
1590,亞德客-KY,2021/10/04,-0.8861
1590,亞德客-KY,2021/10/01,-9.7143
1590,亞德客-KY,2021/09/30,-1.3529
1590,亞德客-KY,2021/09/29,-1.989
1590,亞德客-KY,2021/09/28,2.9579
1590,亞德客-KY,2021/09/27,-7.4737
1590,亞德客-KY,2021/09/24,-3.0612
1590,亞德客-KY,2021/09/23,2.1078
1590,亞德客-KY,2021/09/22,-0.9184
1590,亞德客-KY,2021/09/17,2.4033
1590,亞德客-KY,2021/09/16,0.3145
1590,亞德客-KY,2021/09/15,4.8352
1590,亞德客-KY,2021/09/14,-0.4376
1590,亞德客-KY,2021/09/13,-1.4024
1590,亞德客-KY,2021/09/10,0.3247
1590,亞德客-KY,2021/09/09,3.125
1590,亞德客-KY,2021/09/08,1.5873
1590,亞德客-KY,2021/09/07,5
1590,亞德客-KY,2021/09/06,-2.5522
1590,亞德客-KY,2021/09/03,-4.646
1590,亞德客-KY,2021/09/02,3.1963
1590,亞德客-KY,2021/09/01,3.6686
1590,亞德客-KY,2021/08/31,-0.9379
1590,亞德客-KY,2021/08/30,0.7084
1590,亞德客-KY,2021/08/27,-0.9357
1590,亞德客-KY,2021/08/26,-0.8121
1590,亞德客-KY,2021/08/25,2.7414
1590,亞德客-KY,2021/08/24,-3.6739
1590,亞德客-KY,2021/08/23,3.1991
1590,亞德客-KY,2021/08/20,-2.6528
1590,亞德客-KY,2021/08/19,-1.812
1590,亞德客-KY,2021/08/18,0.1134
1590,亞德客-KY,2021/08/17,-1.3423
1590,亞德客-KY,2021/08/16,-2.8261
1590,亞德客-KY,2021/08/13,-2.439
1590,亞德客-KY,2021/08/12,0.8556
1590,亞德客-KY,2021/08/11,1.6304
1590,亞德客-KY,2021/08/10,0.6565
1590,亞德客-KY,2021/08/09,-1.826
1590,亞德客-KY,2021/08/06,0.3233
1590,亞德客-KY,2021/08/05,4.6223
1590,亞德客-KY,2021/08/04,-3.1659
1590,亞德客-KY,2021/08/03,-0.5429
1590,亞德客-KY,2021/08/02,2.4472
1590,亞德客-KY,2021/07/30,-4.0555
1590,亞德客-KY,2021/07/29,1.6269
1590,亞德客-KY,2021/07/28,-1.8104
1590,亞德客-KY,2021/07/27,-2.8956
1590,亞德客-KY,2021/07/26,-5.1961
1590,亞德客-KY,2021/07/23,-6.8493
1590,亞德客-KY,2021/07/22,-5.6034
1590,亞德客-KY,2021/07/21,6.9124
1590,亞德客-KY,2021/07/20,-2.6906
1590,亞德客-KY,2021/07/19,3.2407
1590,亞德客-KY,2021/07/16,-0.9174
1590,亞德客-KY,2021/07/15,2.3474
1590,亞德客-KY,2021/07/14,-4.0541
1590,亞德客-KY,2021/07/13,0
1590,亞德客-KY,2021/07/12,2.7778
1590,亞德客-KY,2021/07/09,-0.9174
1590,亞德客-KY,2021/07/08,-3.5398
1590,亞德客-KY,2021/07/07,-1.7391
1590,亞德客-KY,2021/07/06,-1.2876
1590,亞德客-KY,2021/07/05,0.431
1590,亞德客-KY,2021/07/02,5.4545
1590,亞德客-KY,2021/07/01,2.3256
1590,亞德客-KY,2021/06/30,-2.7149
1590,亞德客-KY,2021/06/29,0.9132
1590,亞德客-KY,2021/06/28,-2.2321
1590,亞德客-KY,2021/06/25,0.9009
1590,亞德客-KY,2021/06/24,6.2201
1590,亞德客-KY,2021/06/23,0.9662
1590,亞德客-KY,2021/06/22,3.7074
1590,亞德客-KY,2021/06/21,1.1145
1590,亞德客-KY,2021/06/18,-0.804
1590,亞德客-KY,2021/06/17,3.1088
1590,亞德客-KY,2021/06/16,-0.9098
1590,亞德客-KY,2021/06/15,-0.5061
1590,亞德客-KY,2021/06/11,-2.1782
1590,亞德客-KY,2021/06/10,4.9896
1590,亞德客-KY,2021/06/09,-3.0242
1590,亞德客-KY,2021/06/08,-0.2012
1590,亞德客-KY,2021/06/07,3.5417
1590,亞德客-KY,2021/06/04,-1.1329
1590,亞德客-KY,2021/06/03,-0.7157
1590,亞德客-KY,2021/06/02,-1.4113
1590,亞德客-KY,2021/06/01,-0.6012
1590,亞德客-KY,2021/05/31,-0.6965
1590,亞德客-KY,2021/05/28,1.1066
1590,亞德客-KY,2021/05/27,-3.0244
1590,亞德客-KY,2021/05/26,-4.6512
1590,亞德客-KY,2021/05/25,2.8708
1590,亞德客-KY,2021/05/24,4.7094
1590,亞德客-KY,2021/05/21,0
1590,亞德客-KY,2021/05/20,0.8081
1590,亞德客-KY,2021/05/19,-2.9412
1590,亞德客-KY,2021/05/18,5.1546
1590,亞德客-KY,2021/05/17,-3
1590,亞德客-KY,2021/05/14,4.1667
1590,亞德客-KY,2021/05/13,1.2658
1590,亞德客-KY,2021/05/12,-4.2424
1590,亞德客-KY,2021/05/11,-10
1590,亞德客-KY,2021/05/10,2.8037
1590,亞德客-KY,2021/05/07,-0.4651
1590,亞德客-KY,2021/05/06,1.4151
1590,亞德客-KY,2021/05/05,-5.7778
1590,亞德客-KY,2021/05/04,-4.2553
1590,亞德客-KY,2021/05/03,-0.4237
1590,亞德客-KY,2021/04/29,-1.2552
1590,亞德客-KY,2021/04/28,7.1749
1590,亞德客-KY,2021/04/27,-1.7621
1590,亞德客-KY,2021/04/26,5.0926
1590,亞德客-KY,2021/04/23,5.3659
1590,亞德客-KY,2021/04/22,-0.9662
1590,亞德客-KY,2021/04/21,-4.1667
1590,亞德客-KY,2021/04/20,0
1590,亞德客-KY,2021/04/19,0
1590,亞德客-KY,2021/04/16,0.9346
1590,亞德客-KY,2021/04/15,-0.9259
1590,亞德客-KY,2021/04/14,0.4651
1590,亞德客-KY,2021/04/13,-6.1135
1590,亞德客-KY,2021/04/12,0.8811
1590,亞德客-KY,2021/04/09,-3.4043
1590,亞德客-KY,2021/04/08,5.3812
1590,亞德客-KY,2021/04/07,6.1905
1590,亞德客-KY,2021/04/06,1.4493
1590,亞德客-KY,2021/04/01,2.9851
1590,亞德客-KY,2021/03/31,0
1590,亞德客-KY,2021/03/30,-2.4272
1590,亞德客-KY,2021/03/29,3.3099
1590,亞德客-KY,2021/03/26,1.631
1590,亞德客-KY,2021/03/25,1.5528
1590,亞德客-KY,2021/03/24,1.6842
1590,亞德客-KY,2021/03/23,-1.4523
1590,亞德客-KY,2021/03/22,-5.4902
1590,亞德客-KY,2021/03/19,3.4483
1590,亞德客-KY,2021/03/18,0.5097
1590,亞德客-KY,2021/03/17,0.9259
1590,亞德客-KY,2021/03/16,0.7254
1590,亞德客-KY,2021/03/15,2.6596
1590,亞德客-KY,2021/03/12,-2.4896
1590,亞德客-KY,2021/03/11,0.6263
1590,亞德客-KY,2021/03/10,4.1304
1590,亞德客-KY,2021/03/09,-3.1579
1590,亞德客-KY,2021/03/08,0.6356
1590,亞德客-KY,2021/03/05,-2.6804
1590,亞德客-KY,2021/03/04,-5.3659
1590,亞德客-KY,2021/03/03,4.0609
1590,亞德客-KY,2021/03/02,1.5464
1590,亞德客-KY,2021/02/26,-5.3659
1590,亞德客-KY,2021/02/25,4.913
1590,亞德客-KY,2021/02/24,-5.6039
1590,亞德客-KY,2021/02/23,-1.8957
1590,亞德客-KY,2021/02/22,3.4314
1590,亞德客-KY,2021/02/19,-2.8571
1590,亞德客-KY,2021/02/18,1.4493
1590,亞德客-KY,2021/02/17,-0.4808
1590,亞德客-KY,2021/02/05,0
1590,亞德客-KY,2021/02/04,0.4831
1590,亞德客-KY,2021/02/03,-1.4286
1590,亞德客-KY,2021/02/02,5
1590,亞德客-KY,2021/02/01,0
1590,亞德客-KY,2021/01/29,-7.8341
1590,亞德客-KY,2021/01/28,-8.0508
1590,亞德客-KY,2021/01/27,2.1645
1590,亞德客-KY,2021/01/26,0.8734
1590,亞德客-KY,2021/01/25,0
1590,亞德客-KY,2021/01/22,0.8811
1590,亞德客-KY,2021/01/21,0.4425
1590,亞德客-KY,2021/01/20,0
1590,亞德客-KY,2021/01/19,0.8929
1590,亞德客-KY,2021/01/18,-1.3216
1590,亞德客-KY,2021/01/15,3.1818
1590,亞德客-KY,2021/01/14,2.3256
1590,亞德客-KY,2021/01/13,-1.8265
1590,亞德客-KY,2021/01/12,6.8293
1590,亞德客-KY,2021/01/11,-0.9662
1590,亞德客-KY,2021/01/08,0
1590,亞德客-KY,2021/01/07,9.5238
1590,亞德客-KY,2021/01/06,2.3835
1590,亞德客-KY,2021/01/05,0.9847
1590,亞德客-KY,2021/01/04,1.5556
1590,亞德客-KY,2020/12/31,0.5587
1590,亞德客-KY,2020/12/30,0
1590,亞德客-KY,2020/12/29,1.359
1590,亞德客-KY,2020/12/28,1.0297
1590,亞德客-KY,2020/12/25,-0.4556
1590,亞德客-KY,2020/12/24,-0.5663
1590,亞德客-KY,2020/12/23,2.4362
1590,亞德客-KY,2020/12/22,-0.6912
1590,亞德客-KY,2020/12/21,-3.0168
1590,亞德客-KY,2020/12/18,1.7045
1590,亞德客-KY,2020/12/17,-1.8952
1590,亞德客-KY,2020/12/16,4.7897
1590,亞德客-KY,2020/12/15,-1.9473
1590,亞德客-KY,2020/12/14,-2.0202
1590,亞德客-KY,2020/12/11,-0.4469
1590,亞德客-KY,2020/12/10,-1.864
1590,亞德客-KY,2020/12/09,3.6364
1590,亞德客-KY,2020/12/08,4.0189
1590,亞德客-KY,2020/12/07,0.7143
1590,亞德客-KY,2020/12/04,0.1192
1590,亞德客-KY,2020/12/03,2.5672
1590,亞德客-KY,2020/12/02,-3.7647
1590,亞德客-KY,2020/12/01,2.4096
1590,亞德客-KY,2020/11/30,1.3431
1590,亞德客-KY,2020/11/27,0
1590,亞德客-KY,2020/11/26,1.6129
1590,亞德客-KY,2020/11/25,-0.9828
1590,亞德客-KY,2020/11/24,0.9926
1590,亞德客-KY,2020/11/23,-2.1845
1590,亞德客-KY,2020/11/20,1.9802
1590,亞德客-KY,2020/11/19,-1.5834
1590,亞德客-KY,2020/11/18,1.4833
1590,亞德客-KY,2020/11/17,1.5056
1590,亞德客-KY,2020/11/16,-1.2392
1590,亞德客-KY,2020/11/13,0.1241
1590,亞德客-KY,2020/11/12,-2.5393
1590,亞德客-KY,2020/11/11,3.8945
1590,亞德客-KY,2020/11/10,2.0513
1590,亞德客-KY,2020/11/09,4
1590,亞德客-KY,2020/11/06,1.3514
1590,亞德客-KY,2020/11/05,1.9284
1590,亞德客-KY,2020/11/04,-0.1376
1590,亞德客-KY,2020/11/03,-0.6831
1590,亞德客-KY,2020/11/02,-4.6875
1590,亞德客-KY,2020/10/30,9.8712
1590,亞德客-KY,2020/10/29,-2.2378
1590,亞德客-KY,2020/10/28,1.4184
1590,亞德客-KY,2020/10/27,0
1590,亞德客-KY,2020/10/26,-0.4237
1590,亞德客-KY,2020/10/23,-1.6667
1590,亞德客-KY,2020/10/22,0.8403
1590,亞德客-KY,2020/10/21,3.0303
1590,亞德客-KY,2020/10/20,5.1593
1590,亞德客-KY,2020/10/19,-1.6418
1590,亞德客-KY,2020/10/16,-1.3255
1590,亞德客-KY,2020/10/15,1.7991
1590,亞德客-KY,2020/10/14,-1.1852
1590,亞德客-KY,2020/10/13,3.6866
1590,亞德客-KY,2020/10/12,0.463
1590,亞德客-KY,2020/10/08,0
1590,亞德客-KY,2020/10/07,-1.9667
1590,亞德客-KY,2020/10/06,2.7994
1590,亞德客-KY,2020/10/05,-1.2289
1590,亞德客-KY,2020/09/30,6.3725
1590,亞德客-KY,2020/09/29,-3.7736
1590,亞德客-KY,2020/09/28,2.9126
1590,亞德客-KY,2020/09/25,-2.6772
1590,亞德客-KY,2020/09/24,-3.4954
1590,亞德客-KY,2020/09/23,1.0753
1590,亞德客-KY,2020/09/22,-2.6906
1590,亞德客-KY,2020/09/21,-2.193
1590,亞德客-KY,2020/09/18,1.034
1590,亞德客-KY,2020/09/17,-3.1474
1590,亞德客-KY,2020/09/16,4.3284
1590,亞德客-KY,2020/09/15,0.4498
1590,亞德客-KY,2020/09/14,-2.9112
1590,亞德客-KY,2020/09/11,2.9985
1590,亞德客-KY,2020/09/10,0.3008
1590,亞德客-KY,2020/09/09,0
1590,亞德客-KY,2020/09/08,0.7576
1590,亞德客-KY,2020/09/07,-1.9316
1590,亞德客-KY,2020/09/04,-0.4438
1590,亞德客-KY,2020/09/03,-1.9114
1590,亞德客-KY,2020/09/02,1.0189
1590,亞德客-KY,2020/09/01,5.53
1590,亞德客-KY,2020/08/31,-6.5997
1590,亞德客-KY,2020/08/28,2.0498
1590,亞德客-KY,2020/08/27,1.6369
1590,亞德客-KY,2020/08/26,-0.885
1590,亞德客-KY,2020/08/25,0.7429
1590,亞德客-KY,2020/08/24,3.3794
1590,亞德客-KY,2020/08/21,2.6814
1590,亞德客-KY,2020/08/20,-4.2296
1590,亞德客-KY,2020/08/19,-1.0463
1590,亞德客-KY,2020/08/18,2.765
1590,亞德客-KY,2020/08/17,-2.3988
1590,亞德客-KY,2020/08/14,1.214
1590,亞德客-KY,2020/08/13,-2.0802
1590,亞德客-KY,2020/08/12,1.203
1590,亞德客-KY,2020/08/11,3.4215
1590,亞德客-KY,2020/08/10,-3.1627
1590,亞德客-KY,2020/08/07,1.8405
1590,亞德客-KY,2020/08/06,1.0853
1590,亞德客-KY,2020/08/05,0.4673
1590,亞德客-KY,2020/08/04,5.2459
1590,亞德客-KY,2020/08/03,-0.6515
1590,亞德客-KY,2020/07/31,-2.6941
1590,亞德客-KY,2020/07/30,7.8632
1590,亞德客-KY,2020/07/29,3.5398
1590,亞德客-KY,2020/07/28,0.713
1590,亞德客-KY,2020/07/27,0.3578
1590,亞德客-KY,2020/07/24,-7.7558
1590,亞德客-KY,2020/07/23,2.7119
1590,亞德客-KY,2020/07/22,3.5088
1590,亞德客-KY,2020/07/21,-0.6969
1590,亞德客-KY,2020/07/20,-0.3472
1590,亞德客-KY,2020/07/17,-1.0309
1590,亞德客-KY,2020/07/16,0.5181
1590,亞德客-KY,2020/07/15,7.6208
1590,亞德客-KY,2020/07/14,0
1590,亞德客-KY,2020/07/13,2.8681
1590,亞德客-KY,2020/07/10,-2.9685
1590,亞德客-KY,2020/07/09,-0.1852
1590,亞德客-KY,2020/07/08,-0.5525
1590,亞德客-KY,2020/07/07,4.4231
1590,亞德客-KY,2020/07/06,2.3622
1590,亞德客-KY,2020/07/03,-0.3922
1590,亞德客-KY,2020/07/02,-1.5444
1590,亞德客-KY,2020/07/01,0.3876
1590,亞德客-KY,2020/06/30,-0.3861
1590,亞德客-KY,2020/06/29,0.7782
1590,亞德客-KY,2020/06/24,-0.3876
1590,亞德客-KY,2020/06/23,-0.1934
1590,亞德客-KY,2020/06/22,0.7797
1590,亞德客-KY,2020/06/19,-1.1561
1590,亞德客-KY,2020/06/18,-1.1429
1590,亞德客-KY,2020/06/17,1.3514
1590,亞德客-KY,2020/06/16,2.9821
1590,亞德客-KY,2020/06/15,1.4113
1590,亞德客-KY,2020/06/12,-0.6012
1590,亞德客-KY,2020/06/11,-4.0385
1590,亞德客-KY,2020/06/10,0.1927
1590,亞德客-KY,2020/06/09,4.4266
1590,亞德客-KY,2020/06/08,0.8114
1590,亞德客-KY,2020/06/05,-4.2718
1590,亞德客-KY,2020/06/04,1.1788
1590,亞德客-KY,2020/06/03,2.4145
1590,亞德客-KY,2020/06/02,-0.7984
1590,亞德客-KY,2020/06/01,-2.7184
1590,亞德客-KY,2020/05/29,-9.965
1590,亞德客-KY,2020/05/28,-1.7182
1590,亞德客-KY,2020/05/27,5.2441
1590,亞德客-KY,2020/05/26,-0.5396
1590,亞德客-KY,2020/05/25,2.3941
1590,亞德客-KY,2020/05/22,-2.1622
1590,亞德客-KY,2020/05/21,1.4625
1590,亞德客-KY,2020/05/20,1.1091
1590,亞德客-KY,2020/05/19,0.5576
1590,亞德客-KY,2020/05/18,-3.0631
1590,亞德客-KY,2020/05/15,6.1185
1590,亞德客-KY,2020/05/14,-5.425
1590,亞德客-KY,2020/05/13,0.1812
1590,亞德客-KY,2020/05/12,-2.8169
1590,亞德客-KY,2020/05/11,1.2478
1590,亞德客-KY,2020/05/08,0.5376
1590,亞德客-KY,2020/05/07,-0.1789
1590,亞德客-KY,2020/05/06,1.4519
1590,亞德客-KY,2020/05/05,-0.1812
1590,亞德客-KY,2020/05/04,-4.6632
1590,亞德客-KY,2020/04/30,7.6208
1590,亞德客-KY,2020/04/29,4.6693
1590,亞德客-KY,2020/04/28,-0.5803
1590,亞德客-KY,2020/04/27,4.2339
1590,亞德客-KY,2020/04/24,0
1590,亞德客-KY,2020/04/23,0.202
1590,亞德客-KY,2020/04/22,0.304
1590,亞德客-KY,2020/04/21,-3.0452
1590,亞德客-KY,2020/04/20,2.4145
1590,亞德客-KY,2020/04/17,3.3264
1590,亞德客-KY,2020/04/16,-0.4141
1590,亞德客-KY,2020/04/15,0.2075
1590,亞德客-KY,2020/04/14,4.2162
1590,亞德客-KY,2020/04/13,-2.0127
1590,亞德客-KY,2020/04/10,5.1225
1590,亞德客-KY,2020/04/09,-4.5696
1590,亞德客-KY,2020/04/08,-1.569
1590,亞德客-KY,2020/04/07,-0.8299
1590,亞德客-KY,2020/04/06,9.5455
1590,亞德客-KY,2020/04/01,-2.439
1590,亞德客-KY,2020/03/31,-0.9879
1590,亞德客-KY,2020/03/30,2.8217
1590,亞德客-KY,2020/03/27,-2.3153
1590,亞德客-KY,2020/03/26,9.9394
1590,亞德客-KY,2020/03/25,7.9843
1590,亞德客-KY,2020/03/24,7.7574
1590,亞德客-KY,2020/03/23,-1.5278
1590,亞德客-KY,2020/03/20,8.9259
1590,亞德客-KY,2020/03/19,-9.4521
1590,亞德客-KY,2020/03/18,-1.3514
1590,亞德客-KY,2020/03/17,-7.3842
1590,亞德客-KY,2020/03/16,-1.1139
1590,亞德客-KY,2020/03/13,-5.8275
1590,亞德客-KY,2020/03/12,-9.3023
1590,亞德客-KY,2020/03/11,-3.8618
1590,亞德客-KY,2020/03/10,6.1489
1590,亞德客-KY,2020/03/09,-4.0373
1590,亞德客-KY,2020/03/06,-1.6293
1590,亞德客-KY,2020/03/05,0.8214
1590,亞德客-KY,2020/03/04,-1.1168
1590,亞德客-KY,2020/03/03,0.6129
1590,亞德客-KY,2020/03/02,1.6615
1590,亞德客-KY,2020/02/27,-2.9234
1590,亞德客-KY,2020/02/26,-1.7822
1590,亞德客-KY,2020/02/25,0
1590,亞德客-KY,2020/02/24,-3.4417
1590,亞德客-KY,2020/02/21,-1.3208
1590,亞德客-KY,2020/02/20,-0.3759
1590,亞德客-KY,2020/02/19,-2.2059
1590,亞德客-KY,2020/02/18,2.6415
1590,亞德客-KY,2020/02/17,1.3384
1590,亞德客-KY,2020/02/14,0.7707
1590,亞德客-KY,2020/02/13,-0.1923
1590,亞德客-KY,2020/02/12,1.1673
1590,亞德客-KY,2020/02/11,5.0051
1590,亞德客-KY,2020/02/10,-4.3945
1590,亞德客-KY,2020/02/07,-1.5385
1590,亞德客-KY,2020/02/06,7.3271
1590,亞德客-KY,2020/02/05,-3.1
1590,亞德客-KY,2020/02/04,4.3841
1590,亞德客-KY,2020/02/03,2.1322
1590,亞德客-KY,2020/01/31,-1.9854
1590,亞德客-KY,2020/01/30,-7.9808
1590,亞德客-KY,2020/01/20,2.5641
1590,亞德客-KY,2020/01/17,0.1976
1590,亞德客-KY,2020/01/16,-0.9785
1590,亞德客-KY,2020/01/15,-0.5837
1590,亞德客-KY,2020/01/14,0.5871
1590,亞德客-KY,2020/01/13,-3.0361
1590,亞德客-KY,2020/01/10,9.9062
1590,亞德客-KY,2020/01/09,9.9771
1590,亞德客-KY,2020/01/08,-2.0225
1590,亞德客-KY,2020/01/07,-1.5487
1590,亞德客-KY,2020/01/06,0.4444
1590,亞德客-KY,2020/01/03,-3.1216
1590,亞德客-KY,2020/01/02,-0.4287
1590,亞德客-KY,2019/12/31,4.3624
1590,亞德客-KY,2019/12/30,1.2458
1590,亞德客-KY,2019/12/27,1.4943
1590,亞德客-KY,2019/12/26,-0.2294
1590,亞德客-KY,2019/12/25,-0.4566
1590,亞德客-KY,2019/12/24,-0.905
1590,亞德客-KY,2019/12/23,2.0785
1590,亞德客-KY,2019/12/20,-1.9253
1590,亞德客-KY,2019/12/19,-0.3386
1590,亞德客-KY,2019/12/18,0.7964
1590,亞德客-KY,2019/12/17,0.1139
1590,亞德客-KY,2019/12/16,-2.2272
1590,亞德客-KY,2019/12/13,1.6988
1590,亞德客-KY,2019/12/12,1.2615
1590,亞德客-KY,2019/12/11,-0.3429
1590,亞德客-KY,2019/12/10,-1.3529
1590,亞德客-KY,2019/12/09,-1.7719
1590,亞德客-KY,2019/12/06,2.265
1590,亞德客-KY,2019/12/05,3.0338
1590,亞德客-KY,2019/12/04,-6.441
1590,亞德客-KY,2019/12/03,3.1532
1590,亞德客-KY,2019/12/02,0.6803
1590,亞德客-KY,2019/11/29,-2
1590,亞德客-KY,2019/11/28,1.5801
1590,亞德客-KY,2019/11/27,-0.6726
1590,亞德客-KY,2019/11/26,1.7104
1590,亞德客-KY,2019/11/25,5.9179
1590,亞德客-KY,2019/11/22,-1.3111
1590,亞德客-KY,2019/11/21,-3.341
1590,亞德客-KY,2019/11/20,-2.3622
1590,亞德客-KY,2019/11/19,1.8328
1590,亞德客-KY,2019/11/18,-2.567
1590,亞德客-KY,2019/11/15,0.6742
1590,亞德客-KY,2019/11/14,1.7143
1590,亞德客-KY,2019/11/13,-2.1253
1590,亞德客-KY,2019/11/12,0.5624
1590,亞德客-KY,2019/11/11,1.6
1590,亞德客-KY,2019/11/08,-1.464
1590,亞德客-KY,2019/11/07,1.6018
1590,亞德客-KY,2019/11/06,-0.6818
1590,亞德客-KY,2019/11/05,2.6838
1590,亞德客-KY,2019/11/04,-3.491
1590,亞德客-KY,2019/11/01,6.3473
1590,亞德客-KY,2019/10/31,0.3606
1590,亞德客-KY,2019/10/30,0
1590,亞德客-KY,2019/10/29,-1.6548
1590,亞德客-KY,2019/10/28,1.5606
1590,亞德客-KY,2019/10/25,1.7094
1590,亞德客-KY,2019/10/24,-0.122
1590,亞德客-KY,2019/10/23,0.2445
1590,亞德客-KY,2019/10/22,-0.2439
1590,亞德客-KY,2019/10/21,-3.8687
1590,亞德客-KY,2019/10/18,1.3064
1590,亞德客-KY,2019/10/17,-1.7503
1590,亞德客-KY,2019/10/16,1.9025
1590,亞德客-KY,2019/10/15,1.4475
1590,亞德客-KY,2019/10/14,9.9469
1590,亞德客-KY,2019/10/09,1.8919
1590,亞德客-KY,2019/10/08,-1.3333
1590,亞德客-KY,2019/10/07,0.9421
1590,亞德客-KY,2019/10/04,0
1590,亞德客-KY,2019/10/03,0.4054
1590,亞德客-KY,2019/10/02,-1.2016
1590,亞德客-KY,2019/10/01,1.3532
1590,亞德客-KY,2019/09/27,-2.8909
1590,亞德客-KY,2019/09/26,-0.5229
1590,亞德客-KY,2019/09/25,-1.0349
1590,亞德客-KY,2019/09/24,0.9138
