代號,名稱,年月日,報酬率％
2801,彰銀,2019/03/05,-0.5464
2801,彰銀,2019/03/04,-1.0811
2801,彰銀,2019/02/27,1.3699
2801,彰銀,2019/02/26,-0.2732
2801,彰銀,2019/02/25,0
2801,彰銀,2019/02/22,0.274
2801,彰銀,2019/02/21,0.2747
2801,彰銀,2019/02/20,0.831
2801,彰銀,2019/02/19,-0.2762
2801,彰銀,2019/02/18,0.8357
2801,彰銀,2019/02/15,0.2793
2801,彰銀,2019/02/14,-0.2786
2801,彰銀,2019/02/13,-0.2778
2801,彰銀,2019/02/12,0.5587
2801,彰銀,2019/02/11,0
2801,彰銀,2019/01/30,0
2801,彰銀,2019/01/29,-0.5556
2801,彰銀,2019/01/28,0
2801,彰銀,2019/01/25,0
2801,彰銀,2019/01/24,0.8403
2801,彰銀,2019/01/23,0.2809
2801,彰銀,2019/01/22,-0.2801
2801,彰銀,2019/01/21,0
2801,彰銀,2019/01/18,0.5634
2801,彰銀,2019/01/17,0.2825
2801,彰銀,2019/01/16,-1.3928
2801,彰銀,2019/01/15,1.4124
2801,彰銀,2019/01/14,-1.3928
2801,彰銀,2019/01/11,0.5602
2801,彰銀,2019/01/10,-0.5571
2801,彰銀,2019/01/09,2.5714
2801,彰銀,2019/01/08,-1.4085
2801,彰銀,2019/01/07,2.8986
2801,彰銀,2019/01/04,0
2801,彰銀,2019/01/03,0
2801,彰銀,2019/01/02,0.2907
2880,華南金,2022/12/30,0.6726
2880,華南金,2022/12/29,-0.6682
2880,華南金,2022/12/28,-1.1013
2880,華南金,2022/12/27,0.4425
2880,華南金,2022/12/26,0.4444
2880,華南金,2022/12/23,-1.0989
2880,華南金,2022/12/22,0.4415
2880,華南金,2022/12/21,-0.6579
2880,華南金,2022/12/20,-0.2188
2880,華南金,2022/12/19,0.883
2880,華南金,2022/12/16,-0.2203
2880,華南金,2022/12/15,0
2880,華南金,2022/12/14,1.566
2880,華南金,2022/12/13,-1.5419
2880,華南金,2022/12/12,0.2208
2880,華南金,2022/12/09,0.4435
2880,華南金,2022/12/08,-0.2212
2880,華南金,2022/12/07,2.4943
2880,華南金,2022/12/06,-0.8989
2880,華南金,2022/12/05,-0.6696
2880,華南金,2022/12/02,-1.7544
2880,華南金,2022/12/01,0.4405
2880,華南金,2022/11/30,1.566
2880,華南金,2022/11/29,1.3605
2880,華南金,2022/11/28,-0.8989
2880,華南金,2022/11/25,-0.4474
2880,華南金,2022/11/24,1.5909
2880,華南金,2022/11/23,0.2278
2880,華南金,2022/11/22,0.6881
2880,華南金,2022/11/21,0.4608
2880,華南金,2022/11/18,-1.139
2880,華南金,2022/11/17,-0.4535
2880,華南金,2022/11/16,-1.3423
2880,華南金,2022/11/15,0.4494
2880,華南金,2022/11/14,0
2880,華南金,2022/11/11,3.0093
2880,華南金,2022/11/10,-1.1442
2880,華南金,2022/11/09,1.1574
2880,華南金,2022/11/08,0.9346
2880,華南金,2022/11/07,0.4695
2880,華南金,2022/11/04,2.1583
2880,華南金,2022/11/03,-1.1848
2880,華南金,2022/11/02,-1.4019
2880,華南金,2022/11/01,1.6627
2880,華南金,2022/10/31,0
2880,華南金,2022/10/28,-0.4728
2880,華南金,2022/10/27,-0.2358
2880,華南金,2022/10/26,0.4739
2880,華南金,2022/10/25,1.4423
2880,華南金,2022/10/24,0
2880,華南金,2022/10/21,1.9608
2880,華南金,2022/10/20,0.4926
2880,華南金,2022/10/19,-1.2165
2880,華南金,2022/10/18,0.489
2880,華南金,2022/10/17,-1.6827
2880,華南金,2022/10/14,0
2880,華南金,2022/10/13,-3.7037
2880,華南金,2022/10/12,0.4651
2880,華南金,2022/10/11,-2.2727
2880,華南金,2022/10/07,-1.3453
2880,華南金,2022/10/06,0.905
2880,華南金,2022/10/05,-0.6742
2880,華南金,2022/10/04,0.907
2880,華南金,2022/10/03,-0.8989
2880,華南金,2022/09/30,-1.1111
2880,華南金,2022/09/29,0.2227
2880,華南金,2022/09/28,-0.2222
2880,華南金,2022/09/27,-0.2217
2880,華南金,2022/09/26,-1.0965
2880,華南金,2022/09/23,0
2880,華南金,2022/09/22,-1.0846
2880,華南金,2022/09/21,-0.432
2880,華南金,2022/09/20,0.2165
2880,華南金,2022/09/19,-1.2821
2880,華南金,2022/09/16,1.2987
2880,華南金,2022/09/15,0.8734
2880,華南金,2022/09/14,-1.2931
2880,華南金,2022/09/13,-0.2151
2880,華南金,2022/09/12,1.087
2880,華南金,2022/09/08,0.8772
2880,華南金,2022/09/07,-1.7241
2880,華南金,2022/09/06,1.0893
2880,華南金,2022/09/05,0.8791
2880,華南金,2022/09/02,-0.4376
2880,華南金,2022/09/01,-1.7204
2880,華南金,2022/08/31,1.087
2880,華南金,2022/08/30,0.2179
2880,華南金,2022/08/29,-1.0776
2880,華南金,2022/08/26,0.216
2880,華南金,2022/08/25,1.3129
2880,華南金,2022/08/24,-0.2183
2880,華南金,2022/08/23,-1.2931
2880,華南金,2022/08/22,-0.6424
2880,華南金,2022/08/19,-0.4264
2880,華南金,2022/08/18,-0.6356
2880,華南金,2022/08/17,0.2123
2880,華南金,2022/08/16,-0.2119
2880,華南金,2022/08/15,0
2880,華南金,2022/08/12,0.8547
2880,華南金,2022/08/11,2.5692
2880,華南金,2022/08/10,1.8828
2880,華南金,2022/08/09,1.7021
2880,華南金,2022/08/08,0.8584
2880,華南金,2022/08/05,1.5251
2880,華南金,2022/08/04,-0.2174
2880,華南金,2022/08/03,-0.4329
2880,華南金,2022/08/02,-0.6452
2880,華南金,2022/08/01,0.6494
2880,華南金,2022/07/29,0.2169
2880,華南金,2022/07/28,1.0965
2880,華南金,2022/07/27,2.0134
2880,華南金,2022/07/26,0
2880,華南金,2022/07/25,0.9029
2880,華南金,2022/07/22,0.2262
2880,華南金,2022/07/21,1.8433
2880,華南金,2022/07/20,-0.2299
2880,華南金,2022/07/19,0
2880,華南金,2022/07/18,1.3986
2880,華南金,2022/07/15,-2.2779
2880,華南金,2022/07/14,-0.2273
2880,華南金,2022/07/13,2.8037
2880,華南金,2022/07/12,-2.0595
2880,華南金,2022/07/11,-1.3544
2880,華南金,2022/07/08,0.2262
2880,華南金,2022/07/07,0
2880,華南金,2022/07/06,-2.4283
2880,華南金,2022/07/05,1.1161
2880,華南金,2022/07/04,0
2880,華南金,2022/07/01,-0.885
2880,華南金,2022/06/30,-1.7391
2880,華南金,2022/06/29,-0.8621
2880,華南金,2022/06/28,0.216
2880,華南金,2022/06/27,0
2880,華南金,2022/06/24,0.8715
2880,華南金,2022/06/23,0.4376
2880,華南金,2022/06/22,-0.8677
2880,華南金,2022/06/21,3.5955
2880,華南金,2022/06/20,-1.766
2880,華南金,2022/06/17,-1.0917
2880,華南金,2022/06/16,-0.6508
2880,華南金,2022/06/15,0
2880,華南金,2022/06/14,1.3187
2880,華南金,2022/06/13,-1.9397
2880,華南金,2022/06/10,-1.0661
2880,華南金,2022/06/09,0
2880,華南金,2022/06/08,0.8602
2880,華南金,2022/06/07,-1.0638
2880,華南金,2022/06/06,0.2132
2880,華南金,2022/06/02,0
2880,華南金,2022/06/01,-1.4706
2880,華南金,2022/05/31,-0.6263
2880,華南金,2022/05/30,1.4831
2880,華南金,2022/05/27,1.9438
2880,華南金,2022/05/26,-0.2155
2880,華南金,2022/05/25,1.31
2880,華南金,2022/05/24,0.2188
2880,華南金,2022/05/23,0.6608
2880,華南金,2022/05/20,1.3393
2880,華南金,2022/05/19,-2.1834
2880,華南金,2022/05/18,4.0909
2880,華南金,2022/05/17,0.4566
2880,華南金,2022/05/16,0
2880,華南金,2022/05/13,0.4587
2880,華南金,2022/05/12,-2.4609
2880,華南金,2022/05/11,0
2880,華南金,2022/05/10,0.6757
2880,華南金,2022/05/09,-2.8446
2880,華南金,2022/05/06,-1.2959
2880,華南金,2022/05/05,-1.0684
2880,華南金,2022/05/04,-0.2132
2880,華南金,2022/05/03,-1.2632
2880,華南金,2022/04/29,1.0638
2880,華南金,2022/04/28,0.2132
2880,華南金,2022/04/27,-1.6771
2880,華南金,2022/04/26,3.0238
2880,華南金,2022/04/25,-2.1142
2880,華南金,2022/04/22,1.0684
2880,華南金,2022/04/21,-2.0921
2880,華南金,2022/04/20,1.2712
2880,華南金,2022/04/19,0.2123
2880,華南金,2022/04/18,-2.8866
2880,華南金,2022/04/15,-0.6148
2880,華南金,2022/04/14,-2.7888
2880,華南金,2022/04/13,0.8032
2880,華南金,2022/04/12,-0.5988
2880,華南金,2022/04/11,-0.1992
2880,華南金,2022/04/08,2.0325
2880,華南金,2022/04/07,-2.381
2880,華南金,2022/04/06,3.2787
2880,華南金,2022/04/01,0.2053
2880,華南金,2022/03/31,1.8828
2880,華南金,2022/03/30,1.919
2880,華南金,2022/03/29,-0.6356
2880,華南金,2022/03/28,-0.2114
2880,華南金,2022/03/25,-0.6303
2880,華南金,2022/03/24,0
2880,華南金,2022/03/23,1.9272
2880,華南金,2022/03/22,0.4301
2880,華南金,2022/03/21,-0.2146
2880,華南金,2022/03/18,0.6479
2880,華南金,2022/03/17,1.0917
2880,華南金,2022/03/16,1.7778
2880,華南金,2022/03/15,0
2880,華南金,2022/03/14,0.4464
2880,華南金,2022/03/11,-0.2227
2880,華南金,2022/03/10,2.5114
2880,華南金,2022/03/09,-0.2278
2880,華南金,2022/03/08,-0.6787
2880,華南金,2022/03/07,-2.6432
2880,華南金,2022/03/04,-0.2198
2880,華南金,2022/03/03,-0.4376
2880,華南金,2022/03/02,1.3304
2880,華南金,2022/03/01,2.0362
2880,華南金,2022/02/25,-0.6742
2880,華南金,2022/02/24,-1.766
2880,華南金,2022/02/23,0
2880,華南金,2022/02/22,-0.8753
2880,華南金,2022/02/21,0
2880,華南金,2022/02/18,-0.6522
2880,華南金,2022/02/17,0.4367
2880,華南金,2022/02/16,0.4386
2880,華南金,2022/02/15,-0.2188
2880,華南金,2022/02/14,-1.5086
2880,華南金,2022/02/11,0
2880,華南金,2022/02/10,0.4329
2880,華南金,2022/02/09,1.0941
2880,華南金,2022/02/08,2.6966
2880,華南金,2022/02/07,1.8307
2880,華南金,2022/01/26,0.6912
2880,華南金,2022/01/25,-0.6865
2880,華南金,2022/01/24,-0.4556
2880,華南金,2022/01/21,-1.5695
2880,華南金,2022/01/20,-0.4464
2880,華南金,2022/01/19,-0.6652
2880,華南金,2022/01/18,0.4454
2880,華南金,2022/01/17,-0.2222
2880,華南金,2022/01/14,-0.4425
2880,華南金,2022/01/13,1.1186
2880,華南金,2022/01/12,0.6757
2880,華南金,2022/01/11,0.9091
2880,華南金,2022/01/10,1.8519
2880,華南金,2022/01/07,1.4085
2880,華南金,2022/01/06,0.4717
2880,華南金,2022/01/05,0.4739
2880,華南金,2022/01/04,0.2375
2880,華南金,2022/01/03,-0.7075
2880,華南金,2021/12/30,-0.2353
2880,華南金,2021/12/29,0.4728
2880,華南金,2021/12/28,0.9547
2880,華南金,2021/12/27,0
2880,華南金,2021/12/24,0
2880,華南金,2021/12/23,0.4796
2880,華南金,2021/12/22,-0.2392
2880,華南金,2021/12/21,0.4808
2880,華南金,2021/12/20,-0.9524
2880,華南金,2021/12/17,0.9615
2880,華南金,2021/12/16,0
2880,華南金,2021/12/15,-0.716
2880,華南金,2021/12/14,-0.4751
2880,華南金,2021/12/13,0.2381
2880,華南金,2021/12/10,0
2880,華南金,2021/12/09,0.4785
2880,華南金,2021/12/08,0.4808
2880,華南金,2021/12/07,0.4831
2880,華南金,2021/12/06,0.4854
2880,華南金,2021/12/03,0.2433
2880,華南金,2021/12/02,-0.2427
2880,華南金,2021/12/01,1.9802
2880,華南金,2021/11/30,-1.2225
2880,華南金,2021/11/29,-0.4866
2880,華南金,2021/11/26,-1.4388
2880,華南金,2021/11/25,0.2404
2880,華南金,2021/11/24,0.241
2880,華南金,2021/11/23,-0.7177
2880,華南金,2021/11/22,-0.2387
2880,華南金,2021/11/19,-1.1792
2880,華南金,2021/11/18,0.4739
2880,華南金,2021/11/17,0.716
2880,華南金,2021/11/16,0.2392
2880,華南金,2021/11/15,0.7229
2880,華南金,2021/11/12,1.2195
2880,華南金,2021/11/11,-0.4854
2880,華南金,2021/11/10,0.7335
2880,華南金,2021/11/09,0.2451
2880,華南金,2021/11/08,0.2457
2880,華南金,2021/11/05,0.2463
2880,華南金,2021/11/04,-0.4902
2880,華南金,2021/11/03,-0.2445
2880,華南金,2021/11/02,0.4914
2880,華南金,2021/11/01,0
2880,華南金,2021/10/29,-0.2451
2880,華南金,2021/10/28,0.2457
2880,華南金,2021/10/27,-0.7317
2880,華南金,2021/10/26,0.7371
2880,華南金,2021/10/25,0.2463
2880,華南金,2021/10/22,-0.2457
2880,華南金,2021/10/21,0
2880,華南金,2021/10/20,0.4938
2880,華南金,2021/10/19,-0.2463
2880,華南金,2021/10/18,0.495
2880,華南金,2021/10/15,0.7481
2880,華南金,2021/10/14,-0.2488
2880,華南金,2021/10/13,0
2880,華南金,2021/10/12,-0.2481
2880,華南金,2021/10/08,-0.7389
2880,華南金,2021/10/07,0.495
2880,華南金,2021/10/06,0.4975
2880,華南金,2021/10/05,-0.495
2880,華南金,2021/10/04,-0.2469
2880,華南金,2021/10/01,-0.7353
2880,華南金,2021/09/30,0.2457
2880,華南金,2021/09/29,-0.489
2880,華南金,2021/09/28,-0.4866
2880,華南金,2021/09/27,0
2880,華南金,2021/09/24,0.489
2880,華南金,2021/09/23,1.4888
2880,華南金,2021/09/22,-1.7073
2880,華南金,2021/09/17,-0.2433
2880,華南金,2021/09/16,1.2205
2880,華南金,2021/09/15,-0.2364
2880,華南金,2021/09/14,0.4751
2880,華南金,2021/09/13,0.4773
2880,華南金,2021/09/10,0.7212
2880,華南金,2021/09/09,-0.4785
2880,華南金,2021/09/08,0
2880,華南金,2021/09/07,-0.2387
2880,華南金,2021/09/06,0
2880,華南金,2021/09/03,1.4528
2880,華南金,2021/09/02,0.2427
2880,華南金,2021/09/01,-1.4354
2880,華南金,2021/08/31,0.9662
2880,華南金,2021/08/30,1.2225
2880,華南金,2021/08/27,2.5063
2880,華南金,2021/08/26,0.2513
2880,華南金,2021/08/25,0.5051
2880,華南金,2021/08/24,1.5385
2880,華南金,2021/08/23,-0.5102
2880,華南金,2021/08/20,0.5128
2880,華南金,2021/08/19,-1.2658
2880,華南金,2021/08/18,0
2880,華南金,2021/08/17,0.7653
2880,華南金,2021/08/16,-0.5076
2880,華南金,2021/08/13,-0.5051
2880,華南金,2021/08/12,0
2880,華南金,2021/08/11,0.7634
2880,華南金,2021/08/10,-0.5063
2880,華南金,2021/08/09,0.2538
2880,華南金,2021/08/06,0
2880,華南金,2021/08/05,0.7673
2880,華南金,2021/08/04,0.2564
2880,華南金,2021/08/03,0
2880,華南金,2021/08/02,1.0363
2880,華南金,2021/07/30,-0.7712
2880,華南金,2021/07/29,0.5168
2880,華南金,2021/07/28,-0.2577
2880,華南金,2021/07/27,0.2584
2880,華南金,2021/07/26,-0.5141
2880,華南金,2021/07/23,0
2880,華南金,2021/07/22,1.5666
2880,華南金,2021/07/21,0.5249
2880,華南金,2021/07/20,-0.7813
2880,華南金,2021/07/19,0.5236
2880,華南金,2021/07/16,0.5263
2880,華南金,2021/07/15,0.2639
2880,華南金,2021/07/14,-0.2632
2880,華南金,2021/07/13,1.0638
2880,華南金,2021/07/12,0.8043
2880,華南金,2021/07/09,0.2688
2880,華南金,2021/07/08,0
2880,華南金,2021/07/07,0
2880,華南金,2021/07/06,1.087
2880,華南金,2021/07/05,0.5464
2880,華南金,2021/07/02,-0.2725
2880,華南金,2021/07/01,-0.542
2880,華南金,2021/06/30,0.2717
2880,華南金,2021/06/29,-0.8086
2880,華南金,2021/06/28,0.542
2880,華南金,2021/06/25,0.8197
2880,華南金,2021/06/24,0.274
2880,華南金,2021/06/23,0.2747
2880,華南金,2021/06/22,0.5525
2880,華南金,2021/06/21,0
2880,華南金,2021/06/18,-0.8219
2880,華南金,2021/06/17,-0.545
2880,華南金,2021/06/16,0.2732
2880,華南金,2021/06/15,0.274
2880,華南金,2021/06/11,-0.2732
2880,華南金,2021/06/10,0.5495
2880,華南金,2021/06/09,-0.5464
2880,華南金,2021/06/08,0.5495
2880,華南金,2021/06/07,-0.5464
2880,華南金,2021/06/04,-0.5435
2880,華南金,2021/06/03,0
2880,華南金,2021/06/02,0.5464
2880,華南金,2021/06/01,0.274
2880,華南金,2021/05/31,0.551
2880,華南金,2021/05/28,0
2880,華南金,2021/05/27,0.2762
2880,華南金,2021/05/26,0.5556
2880,華南金,2021/05/25,0.2786
2880,華南金,2021/05/24,-0.554
2880,華南金,2021/05/21,1.1204
2880,華南金,2021/05/20,-0.2793
2880,華南金,2021/05/19,-0.831
2880,華南金,2021/05/18,2.5568
2880,華南金,2021/05/17,-2.4931
2880,華南金,2021/05/14,1.1204
2880,華南金,2021/05/13,-0.5571
2880,華南金,2021/05/12,-4.0107
2880,華南金,2021/05/11,-2.0942
2880,華南金,2021/05/10,1.0582
2880,華南金,2021/05/07,0
2880,華南金,2021/05/06,1.6129
2880,華南金,2021/05/05,0.2695
2880,華南金,2021/05/04,-0.8021
2880,華南金,2021/05/03,-1.5789
2880,華南金,2021/04/29,-0.5236
2880,華南金,2021/04/28,-0.7792
2880,華南金,2021/04/27,-2.7778
2880,華南金,2021/04/26,1.7995
2880,華南金,2021/04/23,-0.2564
2880,華南金,2021/04/22,0.2571
2880,華南金,2021/04/21,-1.0178
2880,華南金,2021/04/20,0.7692
2880,華南金,2021/04/19,1.2987
2880,華南金,2021/04/16,0.2604
2880,華南金,2021/04/15,1.0526
2880,華南金,2021/04/14,1.0638
2880,華南金,2021/04/13,1.0753
2880,華南金,2021/04/12,0.2695
2880,華南金,2021/04/09,-0.5362
2880,華南金,2021/04/08,-0.5333
2880,華南金,2021/04/07,0.2674
2880,華南金,2021/04/06,0.2681
2880,華南金,2021/04/01,0
2880,華南金,2021/03/31,0.2688
2880,華南金,2021/03/30,0.813
2880,華南金,2021/03/29,0.545
2880,華南金,2021/03/26,0
2880,華南金,2021/03/25,0.5479
2880,華南金,2021/03/24,0.2747
2880,華南金,2021/03/23,0
2880,華南金,2021/03/22,-0.5464
2880,華南金,2021/03/19,-0.2725
2880,華南金,2021/03/18,-0.2717
2880,華南金,2021/03/17,-0.8086
2880,華南金,2021/03/16,1.0899
2880,華南金,2021/03/15,0
2880,華南金,2021/03/12,0.2732
2880,華南金,2021/03/11,0
2880,華南金,2021/03/10,0
2880,華南金,2021/03/09,1.6667
2880,華南金,2021/03/08,-0.277
2880,華南金,2021/03/05,-0.551
2880,華南金,2021/03/04,-0.2747
2880,華南金,2021/03/03,1.1111
2880,華南金,2021/03/02,-0.8264
2880,華南金,2021/02/26,-0.8197
2880,華南金,2021/02/25,0.5495
2880,華南金,2021/02/24,0.2755
2880,華南金,2021/02/23,1.3966
2880,華南金,2021/02/22,0
2880,華南金,2021/02/19,0
2880,華南金,2021/02/18,0.5618
2880,華南金,2021/02/17,2.0057
2880,華南金,2021/02/05,0.2874
2880,華南金,2021/02/04,0
2880,華南金,2021/02/03,0.8696
2880,華南金,2021/02/02,0.2907
2880,華南金,2021/02/01,0.2915
2880,華南金,2021/01/29,-0.8671
2880,華南金,2021/01/28,-0.5747
2880,華南金,2021/01/27,-0.2865
2880,華南金,2021/01/26,-0.2857
2880,華南金,2021/01/25,0.2865
2880,華南金,2021/01/22,-0.8523
2880,華南金,2021/01/21,0
2880,華南金,2021/01/20,-1.676
2880,華南金,2021/01/19,0
2880,華南金,2021/01/18,-0.2786
2880,華南金,2021/01/15,-1.1019
2880,華南金,2021/01/14,0
2880,華南金,2021/01/13,0.554
2880,華南金,2021/01/12,-1.3661
2880,華南金,2021/01/11,0
2880,華南金,2021/01/08,1.105
2880,華南金,2021/01/07,0.5556
2880,華南金,2021/01/06,-1.0989
2880,華南金,2021/01/05,0.2755
2880,華南金,2021/01/04,-0.5479
2880,華南金,2020/12/31,-0.545
2880,華南金,2020/12/30,2.2284
2880,華南金,2020/12/29,0
2880,華南金,2020/12/28,0.2793
2880,華南金,2020/12/25,0.8451
2880,華南金,2020/12/24,0.2825
2880,華南金,2020/12/23,-0.2817
2880,華南金,2020/12/22,-1.1142
2880,華南金,2020/12/21,1.6997
2880,華南金,2020/12/18,-0.8427
2880,華南金,2020/12/17,-0.2801
2880,華南金,2020/12/16,1.1331
2880,華南金,2020/12/15,-0.5634
2880,華南金,2020/12/14,0
2880,華南金,2020/12/11,0.2825
2880,華南金,2020/12/10,0
2880,華南金,2020/12/09,-0.5618
2880,華南金,2020/12/08,-1.6575
2880,華南金,2020/12/07,-0.5495
2880,華南金,2020/12/04,0.831
2880,華南金,2020/12/03,-0.2762
2880,華南金,2020/12/02,-0.2755
2880,華南金,2020/12/01,0
2880,華南金,2020/11/30,-0.5479
2880,華南金,2020/11/27,-0.545
2880,華南金,2020/11/26,0.5479
2880,華南金,2020/11/25,0
2880,華南金,2020/11/24,-0.8152
2880,華南金,2020/11/23,0
2880,華南金,2020/11/20,-0.8086
2880,華南金,2020/11/19,-0.2688
2880,華南金,2020/11/18,0.5405
2880,華南金,2020/11/17,0
2880,華南金,2020/11/16,1.0929
2880,華南金,2020/11/13,0
2880,華南金,2020/11/12,-1.6129
2880,華南金,2020/11/11,2.4793
2880,華南金,2020/11/10,1.1142
2880,華南金,2020/11/09,1.4124
2880,華南金,2020/11/06,0.2833
2880,華南金,2020/11/05,0.8571
2880,華南金,2020/11/04,-0.2849
2880,華南金,2020/11/03,0.5731
2880,華南金,2020/11/02,1.4535
2880,華南金,2020/10/30,-0.2899
2880,華南金,2020/10/29,-1.1461
2880,華南金,2020/10/28,0
2880,華南金,2020/10/27,-0.2857
2880,華南金,2020/10/26,0.5747
2880,華南金,2020/10/23,-0.2865
2880,華南金,2020/10/22,0.8671
2880,華南金,2020/10/21,-0.5747
2880,華南金,2020/10/20,0
2880,華南金,2020/10/19,0
2880,華南金,2020/10/16,-0.5714
2880,華南金,2020/10/15,-0.2849
2880,華南金,2020/10/14,0
2880,華南金,2020/10/13,-1.4045
2880,華南金,2020/10/12,0
2880,華南金,2020/10/08,0
2880,華南金,2020/10/07,-0.5587
2880,華南金,2020/10/06,0.8451
2880,華南金,2020/10/05,0.5666
2880,華南金,2020/09/30,-0.2825
2880,華南金,2020/09/29,-0.2817
2880,華南金,2020/09/28,1.4286
2880,華南金,2020/09/25,1.4493
2880,華南金,2020/09/24,-2.5424
2880,華南金,2020/09/23,-0.5618
2880,華南金,2020/09/22,-0.8357
2880,華南金,2020/09/21,-1.1019
2880,華南金,2020/09/18,0.8333
2880,華南金,2020/09/17,-0.8264
2880,華南金,2020/09/16,0
2880,華南金,2020/09/15,0.2762
2880,華南金,2020/09/14,0
2880,華南金,2020/09/11,0.277
2880,華南金,2020/09/10,0.2778
2880,華南金,2020/09/09,-0.5525
2880,華南金,2020/09/08,0.5556
2880,華南金,2020/09/07,1.1236
2880,華南金,2020/09/04,-1.1111
2880,華南金,2020/09/03,0
2880,華南金,2020/09/02,-0.277
2880,華南金,2020/09/01,0
2880,華南金,2020/08/31,-2.168
2880,華南金,2020/08/28,0.2717
2880,華南金,2020/08/27,-0.5405
2880,華南金,2020/08/26,0.271
2880,華南金,2020/08/25,0.2717
2880,華南金,2020/08/24,-1.0753
2880,華南金,2020/08/21,0.813
2880,華南金,2020/08/20,-1.8617
2880,華南金,2020/08/19,-0.5291
2880,華南金,2020/08/18,0.5319
2880,華南金,2020/08/17,0
2880,華南金,2020/08/14,-0.7916
2880,華南金,2020/08/13,2.0918
2880,華南金,2020/08/12,0
2880,華南金,2020/08/11,-0.7389
2880,華南金,2020/08/10,-0.4902
2880,華南金,2020/08/07,0
2880,華南金,2020/08/06,1.2407
2880,華南金,2020/08/05,0.75
2880,華南金,2020/08/04,0
2880,華南金,2020/08/03,-0.4975
2880,華南金,2020/07/31,-0.2481
2880,華南金,2020/07/30,0.75
2880,華南金,2020/07/29,0.2506
2880,華南金,2020/07/28,0.5038
2880,華南金,2020/07/27,-0.75
2880,華南金,2020/07/24,-0.7444
2880,華南金,2020/07/23,-0.2475
2880,華南金,2020/07/22,0
2880,華南金,2020/07/21,0.7481
2880,華南金,2020/07/20,-0.2488
2880,華南金,2020/07/17,0.2494
2880,華南金,2020/07/16,-0.7426
2880,華南金,2020/07/15,0.7481
2880,華南金,2020/07/14,0
2880,華南金,2020/07/13,-0.4963
2880,華南金,2020/07/10,-0.2475
2880,華南金,2020/07/09,-0.7371
2880,華南金,2020/07/08,0
2880,華南金,2020/07/07,-0.7317
2880,華南金,2020/07/06,1.737
2880,華南金,2020/07/03,0.2488
2880,華南金,2020/07/02,0.2494
2880,華南金,2020/07/01,0.25
2880,華南金,2020/06/30,0.5025
2880,華南金,2020/06/29,0
2880,華南金,2020/06/24,0
2880,華南金,2020/06/23,0
2880,華南金,2020/06/22,0.5051
2880,華南金,2020/06/19,-0.5025
2880,華南金,2020/06/18,-0.995
2880,華南金,2020/06/17,0.7519
2880,華南金,2020/06/16,1.269
2880,華南金,2020/06/15,-0.5051
2880,華南金,2020/06/12,-1.2469
2880,華南金,2020/06/11,-1.7157
2880,華南金,2020/06/10,0.2457
2880,華南金,2020/06/09,0
2880,華南金,2020/06/08,0.7426
2880,華南金,2020/06/05,-0.2469
2880,華南金,2020/06/04,-0.2463
2880,華南金,2020/06/03,2.0101
2880,華南金,2020/06/02,1.2723
2880,華南金,2020/06/01,1.0283
2880,華南金,2020/05/29,-0.2564
2880,華南金,2020/05/28,0
2880,華南金,2020/05/27,0.5155
2880,華南金,2020/05/26,1.0417
2880,華南金,2020/05/25,0.5236
2880,華南金,2020/05/22,-1.5464
2880,華南金,2020/05/21,0
2880,華南金,2020/05/20,0.5181
2880,華南金,2020/05/19,1.5789
2880,華南金,2020/05/18,0
2880,華南金,2020/05/15,-0.2625
2880,華南金,2020/05/14,-0.7812
2880,華南金,2020/05/13,0.2611
2880,華南金,2020/05/12,-1.0336
2880,華南金,2020/05/11,1.5748
2880,華南金,2020/05/08,0.5277
2880,華南金,2020/05/07,0
2880,華南金,2020/05/06,-0.5249
2880,華南金,2020/05/05,0.2632
2880,華南金,2020/05/04,-2.3136
2880,華南金,2020/04/30,1.3021
2880,華南金,2020/04/29,1.5873
2880,華南金,2020/04/28,2.9973
2880,華南金,2020/04/27,1.662
2880,華南金,2020/04/24,0
2880,華南金,2020/04/23,0
2880,華南金,2020/04/22,0
2880,華南金,2020/04/21,-2.6954
2880,華南金,2020/04/20,-0.5362
2880,華南金,2020/04/17,0.2688
2880,華南金,2020/04/16,-1.5873
2880,華南金,2020/04/15,2.1622
2880,華南金,2020/04/14,1.9284
2880,華南金,2020/04/13,-2.9412
2880,華南金,2020/04/10,1.9074
2880,華南金,2020/04/09,0.2732
2880,華南金,2020/04/08,1.105
2880,華南金,2020/04/07,0.8357
2880,華南金,2020/04/06,0.8427
2880,華南金,2020/04/01,-1.385
2880,華南金,2020/03/31,0
2880,華南金,2020/03/30,-0.2762
2880,華南金,2020/03/27,0.5556
2880,華南金,2020/03/26,0.2786
2880,華南金,2020/03/25,2.5714
2880,華南金,2020/03/24,2.9412
2880,華南金,2020/03/23,-3.6827
2880,華南金,2020/03/20,9.2879
2880,華南金,2020/03/19,-7.7143
2880,華南金,2020/03/18,-1.9608
2880,華南金,2020/03/17,-4.8
2880,華南金,2020/03/16,-4.0921
2880,華南金,2020/03/13,-2.25
2880,華南金,2020/03/12,-3.6145
2880,華南金,2020/03/11,-0.7177
2880,華南金,2020/03/10,-0.7126
2880,華南金,2020/03/09,-1.6355
2880,華南金,2020/03/06,-1.1547
2880,華南金,2020/03/05,0.6977
2880,華南金,2020/03/04,0.2331
2880,華南金,2020/03/03,0.9412
2880,華南金,2020/03/02,-1.3921
