code,年月,當季季底P/E,當季季底P/B,ROE(B)－常續利益,季底普通股市值,季別
2489,Sep-09,9.66,1.75,3.75,19872872,3
2491,Sep-09, ,0.51,-4.71,647618,3
2492,Sep-09, ,0.63,2.53,9226848,3
2493,Sep-09, ,0.76,-1.04,1258807,3
2495,Sep-09,16.85,3.09,2.22,13795025,3
2496,Sep-09, ,2.27,-7.41,364695,3
2497,Sep-09, ,2.38,-0.63,1975642,3
2498,Sep-09,10.89,4.66,9.65,280995060,3
2501,Sep-09,129.51,1.12,0.89,22114475,3
2504,Sep-09,127.65,1.16,0.67,21690954,3
2505,Sep-09, ,1.45,-1.25,7369290,3
2506,Sep-09,5.8,0.81,0.68,3298736,3
2509,Sep-09,31.95,1.32,1.63,3925999,3
2511,Sep-09,22.22,1.35,4.81,14177068,3
2514,Sep-09, ,1.17,0.31,5594182,3
2515,Sep-09,56.76,0.74,0.28,13831904,3
2516,Sep-09,7.87,0.79,2.08,1503997,3
2520,Sep-09,13.73,1.45,6.11,11354150,3
2524,Sep-09,23.02,1.84,3.75,9588366,3
2527,Sep-09,24.94,1.23,0.25,5135814,3
2528,Sep-09, ,1.5,0.51,1240000,3
2530,Sep-09, ,0.99,3.04,2754613,3
2534,Sep-09,13.46,0.83,5.31,8119921,3
2535,Sep-09,15.74,1.64,1.71,6250301,3
2536,Sep-09,8.45,1.6,10.98,14989381,3
2537,Sep-09,163.44,2.03,2.3,1337280,3
2538,Sep-09,11.77,1.16,3.34,5984496,3
2539,Sep-09,70.26,2.57,0.24,3840000,3
2540,Sep-09, ,0.68,-7.89,52150,3
2542,Sep-09,9.5,2.62,11.64,27123741,3
2543,Sep-09, ,0.62,0.83,1233999,3
2545,Sep-09,14.42,3.11,4.59,22711966,3
2546,Sep-09,11.94,1.35,2.78,1414775,3
2547,Sep-09,17.37,1.54,3.93,14120133,3
2548,Sep-09,7.1,2.48,11.08,19513708,3
2597,Sep-09,13.07,1.49,3.89,3480000,3
2601,Sep-09,6.47,1.78,3.6,10368192,3
2603,Sep-09, ,1,-5.77,56658082,3
2605,Sep-09,7.54,1.5,5.52,20487359,3
2606,Sep-09,7.37,1.75,6.51,46418666,3
2607,Sep-09,40.79,1.57,0.75,31107160,3
2608,Sep-09,31.75,1.67,2,10251938,3
2609,Sep-09, ,0.88,-10.37,32415195,3
2610,Sep-09, ,1.22,-4.59,49151666,3
2611,Sep-09,18.24,1.15,-2.13,2358135,3
2612,Sep-09,7.28,2.3,4.58,21595027,3
2613,Sep-09, ,0.72,-0.57,1624268,3
2614,Sep-09, ,0.69,0.66,9291372,3
2615,Sep-09, ,1.42,-0.03,36126554,3
2616,Sep-09,12.25,0.72,2.6,1437284,3
2617,Sep-09,9.3,2.21,2.61,20030112,3
2618,Sep-09, ,1.23,-5.62,37477864,3
2636,Sep-09,83.08,1.33,1.63,1003865,3
2637,Sep-09,6.18,2.22,7.22,10010000,3
2701,Sep-09,18.2,0.79,0.56,4138565,3
2702,Sep-09,30.3,2.27,0.3,1953499,3
2704,Sep-09,102.54,1.5,0.65,12437063,3
2705,Sep-09, ,1.28,0.56,4934097,3
2706,Sep-09,19.05,1.23,0.71,6870534,3
2707,Sep-09,45.55,11.73,5.44,29366700,3
2723,Sep-09, , ,14.3, ,3
2801,Sep-09,36.85,1.15,1.36,91589756,3
2809,Sep-09,708.62,0.77,0.65,8472946,3
2812,Sep-09, ,0.76,1.33,11030076,3
2816,Sep-09, ,4.14,-4.82,6450557,3
2820,Sep-09,7.66,0.7,1.81,15393679,3
2832,Sep-09,10.79,1.75,7.66,8206596,3
2834,Sep-09, ,0.78,0.84,32383279,3
2836,Sep-09, ,0.57,0.77,5310560,3
2838,Sep-09, ,0.7,2.27,11762391,3
2845,Sep-09, ,0.9,2.62,18371072,3
2849,Sep-09, ,0.89,3.32,16477631,3
2850,Sep-09,17.35,1.03,2.5,4881628,3
2851,Sep-09,7.82,0.92,2.26,6835500,3
2852,Sep-09, ,1,-2.53,3463375,3
2855,Sep-09,18.84,1.27,2.88,23832691,3
2867,Sep-09, , ,10.3, ,3
2880,Sep-09,39.83,1.38,1.01,126700480,3
2881,Sep-09,19.18,1.46,4.47,294980552,3
2882,Sep-09,87.51,2.56,1.18,519984476,3
2883,Sep-09, ,0.76,3.33,95907094,3
2884,Sep-09,85.44,0.95,1.13,48947520,3
2885,Sep-09,69.16,1.69,1.83,192830099,3
2886,Sep-09,17.41,1.17,1.76,225059319,3
2887,Sep-09, ,0.94,1.93,79944200,3
2888,Sep-09, ,1.32,0.93,94307674,3
2889,Sep-09, ,0.94,2.64,22495819,3
2890,Sep-09, ,1.11,1.75,92294928,3
2891,Sep-09,80.91,1.29,0.38,195665470,3
2892,Sep-09,39.98,1.23,1.64,126693003,3
2901,Sep-09,94.01,2.37,0.64,1961205,3
2903,Sep-09,19.61,1.65,2.02,38673168,3
2904,Sep-09,17.6,1.11,2.29,911249,3
2905,Sep-09, ,0.97,0.89,7342838,3
2906,Sep-09,12.67,0.64,1.39,2087686,3
2908,Sep-09,66.56,1.27,0.4,7729280,3
2910,Sep-09,42.93,2.65,1.19,4811111,3
2911,Sep-09,26.41,1.93,1.81,5088060,3
2912,Sep-09,17.89,4.51,6.76,81922214,3
2913,Sep-09, ,1.19,-0.78,11411400,3
2915,Sep-09,24.08,3.38,-0.64,29880228,3
3002,Sep-09,10.13,1.75,4.29,2493900,3
3003,Sep-09,35.77,1.16,2.93,2410734,3
3004,Sep-09, ,2.68,1.52,191332,3
3005,Sep-09,11.73,1.51,3.65,16647678,3
3006,Sep-09, ,2.27,1.25,12434972,3
3008,Sep-09,23.35,4.43,6.29,56607080,3
3010,Sep-09,15.89,1.38,4.35,9188833,3
3011,Sep-09,103.42,0.91,1.32,1459711,3
3013,Sep-09,96.92,0.82,0.61,1784710,3
3014,Sep-09,33.82,2.16,2.56,13319216,3
3015,Sep-09,8.9,1.43,6.52,7016802,3
3016,Sep-09, ,3.01,-1.02,3186945,3
3017,Sep-09,13.12,1.71,4.38,9099270,3
3018,Sep-09,22.25,1.38,0.18,583083,3
3019,Sep-09,128.73,1.02,1.19,14899803,3
3021,Sep-09, ,1.22,-0.12,1003561,3
3022,Sep-09,16.77,2.01,7.44,7497859,3
3023,Sep-09,73.59,1.25,3.29,3881846,3
3024,Sep-09, ,0.79,2.28,3317728,3
3025,Sep-09,26.72,1.23,1.81,1124782,3
3026,Sep-09,12.48,1.29,2.48,10181843,3
3027,Sep-09,81.21,1.16,1.81,1770356,3
3028,Sep-09,17.56,0.99,2.26,3738465,3
3029,Sep-09,27.4,0.76,1.54,994910,3
3030,Sep-09,47.23,1.62,2.87,4900983,3
3031,Sep-09,44.98,2.82,4.6,8059835,3
3032,Sep-09,15.43,0.78,2.53,1243727,3
3033,Sep-09,9.11,1.21,3.25,4177440,3
3034,Sep-09,12.85,2.31,7.42,45270084,3
3035,Sep-09,37.55,3.52,3.51,21304108,3
3036,Sep-09,22.71,0.96,2.94,5780706,3
3037,Sep-09,18.26,1.42,3.84,42726056,3
3038,Sep-09, ,1.29,-5.63,2343288,3
3040,Sep-09,313.79,0.69,1.35,1226624,3
3041,Sep-09,27.46,3.84,7.23,20759717,3
3042,Sep-09,17.37,2.18,4.24,12226317,3
3043,Sep-09, ,1.47,0.15,4480414,3
3044,Sep-09,16.43,2.35,7.43,39017883,3
3045,Sep-09,14.48,4.65,8.64,226155038,3
3046,Sep-09, ,1.63,-0.15,2053293,3
3047,Sep-09, ,1.63,0.1,1882688,3
3048,Sep-09,48.02,1.01,4.36,2062080,3
3049,Sep-09, ,1.95,-3.43,10834135,3
3050,Sep-09,177.77,1.05,-0.76,2972598,3
3051,Sep-09, ,0.31,-20.07,608131,3
3052,Sep-09,6.57,1.47,7.21,2519755,3
3054,Sep-09,17.83,1.77,2.17,1761588,3
3055,Sep-09,16.28,0.83,1.85,2333340,3
3056,Sep-09,51.83,2.01,4.03,986832,3
3057,Sep-09,51.52,1.49,2.93,2587264,3
3058,Sep-09,5.83,1.38,4.94,2502754,3
3059,Sep-09,12.75,2.13,7.54,22191475,3
3060,Sep-09,14.27,1.97,8.55,4985284,3
3062,Sep-09,29.35,2.96,2.05,14791072,3
3090,Sep-09,15.22,1.65,3.2,2287357,3
3092,Sep-09,20.82,1.36,2.65,1307622,3
3094,Sep-09,31.9,2.89,3.56,3627137,3
3130,Sep-09,15.29,2.35,5.36,2463750,3
3164,Sep-09,30.04,3.81,3.31,2173954,3
3189,Sep-09,23.26,2.28,3.81,41745600,3
3209,Sep-09,10.06,1.46,4.46,1386439,3
3229,Sep-09,42.58,1.08,1.86,795088,3
3231,Sep-09,15.06,2.24,5.43,110666777,3
3257,Sep-09, , ,8.22, ,3
3266,Sep-09, ,1.87,0.17,1850177,3
3296,Sep-09,13.77,1.73,6.25,3497458,3
3305,Sep-09,19.88,2.47,5.61,6525478,3
3308,Sep-09,100.7,1.33,0.69,1879696,3
3311,Sep-09,12.99,3.18,9.09,15500578,3
3312,Sep-09,13.14,2.02,5.38,1818356,3
3356,Sep-09,15.59,5.49,8.2,6208125,3
3376,Sep-09,19.56,3.61,6.45,26801504,3
3380,Sep-09,20.91,1.49,2.19,12440640,3
3406,Sep-09, ,1.38,-3.53,3828838,3
3416,Sep-09,13.56,2.62,4.69,2502282,3
3419,Sep-09,53.95,0.98,0.8,1320729,3
3432,Sep-09, , ,5.9, ,3
3443,Sep-09,39.58,7.39,4.96,19988456,3
3450,Sep-09,34.26,1.88,5.15,2498529,3
3454,Sep-09,42,1.97,2.37,1778083,3
3481,Sep-09, ,1.41,1.14,132703976,3
3494,Sep-09,12.07,1.59,3.23,2208471,3
3501,Sep-09,18.97,1.3,3.27,5105550,3
3504,Sep-09,39.7,6.99,4.85,15667844,3
3515,Sep-09,16.02,2.46,5.82,14782769,3
3518,Sep-09,14.28,1.95,4.77,7376432,3
3528,Sep-09,11.83,2.07,5.68,1029894,3
3532,Sep-09, ,3.5,-0.68,64072490,3
3533,Sep-09,15.7,2.94,11.64,5976589,3
3535,Sep-09,54.4,1.32,-1.56,1626417,3
3545,Sep-09,24.75,2.74,4.64,6622469,3
3550,Sep-09,22.26,0.94,3.58,2030080,3
3557,Sep-09,36.46,2.01,1.46,4481799,3
3563,Sep-09,26.53,0.91,0.28,251421,3
3576,Sep-09, ,1.38,3.26,8448845,3
3588,Sep-09,46.75,8.22,10.16,7849071,3
3591,Sep-09,23.84,4.42,8.02,6293835,3
3593,Sep-09,15.21,2.1,9.37,4520994,3
3596,Sep-09,17.12,2.72,6.3,8881180,3
3605,Sep-09,13.2,4.04,10.48,12511224,3
3607,Sep-09,12.77,1.73,2.6,8836930,3
3617,Sep-09,17.67,3.21,6.37,7236650,3
3622,Sep-09,22.98,9.63,17.36,58581135,3
3652,Sep-09,67.92,1.36,2.55,1632680,3
3653,Sep-09,23.55,4.04,8.18,7912200,3
3673,Sep-09, , ,18.2, ,3
3686,Sep-09, , ,0.51, ,3
3694,Sep-09, , ,6.65, ,3
3701,Sep-09, ,1.05,-7.5,719443,3
3702,Sep-09,15.34,2.1,6.67,40666854,3
4104,Sep-09,24.88,1.58,1.6,6237560,3
4106,Sep-09,14.08,2.1,3.63,2541264,3
4108,Sep-09, ,3.34,-6.07,6926348,3
4119,Sep-09,18.41,2.92,4.06,2925448,3
4133,Sep-09,72.38,7.22,2.42,5930192,3
4306,Sep-09,10.21,1.17,3.33,4540889,3
4414,Sep-09, ,0.67,-7.99,413148,3
4426,Sep-09,8.16,0.8,3.51,573092,3
4526,Sep-09,93.28,1.21,-0.65,4924268,3
4532,Sep-09, ,0.69,-2.1,3213689,3
4720,Sep-09,59.96,1.16,2.04,1030215,3
4722,Sep-09,17.87,0.74,1.5,665169,3
4737,Sep-09,30.16,4.34,6.38,2494638,3
4746,Sep-09, , ,0.96, ,3
4904,Sep-09,12.68,1.77,3.62,122519600,3
4906,Sep-09,24.36,2.1,1.19,15361891,3
4916,Sep-09, , ,6, ,3
4919,Sep-09, , ,5.67, ,3
4934,Sep-09, , ,0.44, ,3
4938,Sep-09, , ,3.83, ,3
5007,Sep-09,163.58,1.52,0.41,4531094,3
5203,Sep-09,16.8,3.23,4.87,15200874,3
5306,Sep-09, ,0.86,-3.2,397638,3
5388,Sep-09,16.47,1.34,3.07,3171011,3
5434,Sep-09, ,1.27,3.87,4574112,3
5469,Sep-09,8.31,1.26,4.8,11841954,3
5471,Sep-09,17.46,3.63,8.53,11170685,3
5484,Sep-09,14.35,2,4.49,2823753,3
5515,Sep-09,10.65,1.23,2.8,5109046,3
5519,Sep-09,33.11,2.09,1.31,1616500,3
5521,Sep-09, ,0.95,0.7,3683786,3
5522,Sep-09,10.91,2.7,9.69,54885959,3
5525,Sep-09,21.97,1.25,1.34,3572346,3
5531,Sep-09,43.24,2.68,3.28,13930678,3
5533,Sep-09,7.17,1.35,8.84,4453264,3
5534,Sep-09,13.64,2.66,5.48,15588461,3
5607,Sep-09, ,2.31,-1.15,6476200,3
5608,Sep-09,11.42,1.96,2.5,16267378,3
5706,Sep-09,37.17,3.53,2.16,2389020,3
5876,Sep-09, , ,2.93, ,3
5906,Sep-09, , ,2.57, ,3
6005,Sep-09, ,1.43,4.38,26900126,3
6024,Sep-09,12.02,1.83,2.77,2550161,3
6108,Sep-09,13.4,2.1,6.72,5935389,3
6112,Sep-09,17.99,0.66,1.44,1007345,3
6115,Sep-09,11.12,2.47,7.14,9709135,3
6116,Sep-09, ,0.76,-0.32,36884483,3
6117,Sep-09, ,0.69,0.9,1369643,3
6120,Sep-09, ,1.71,3.83,14109568,3
6128,Sep-09,14,2.74,6.58,4088854,3
6133,Sep-09, ,0.91,0.21,1355520,3
6136,Sep-09,14.41,0.6,2.84,2234326,3
6139,Sep-09,14.23,0.91,1.06,5431041,3
6141,Sep-09,77.32,1.06,1.75,2666384,3
6142,Sep-09,31.39,1.14,1.31,3902191,3
6152,Sep-09,16.33,2.18,3.33,5013076,3
6153,Sep-09,19.73,1.28,4.53,7227548,3
6155,Sep-09,16.8,1.7,3.63,2472826,3
6164,Sep-09,28.44,2.22,2.14,2989858,3
6165,Sep-09, ,0.95,0.9,866010,3
6166,Sep-09,30.03,1.48,2.23,2597069,3
6168,Sep-09,47.15,2.01,4.39,5524644,3
6176,Sep-09,16.79,1.18,3.68,15755112,3
6177,Sep-09, ,1.91,-2.11,1195340,3
6183,Sep-09,15.88,1.43,1.98,2587500,3
6184,Sep-09,10.17,2.19,5.29,2808600,3
6189,Sep-09,11.18,1.21,4.6,3455841,3
6191,Sep-09,36.27,0.75,3.96,7372285,3
6192,Sep-09,11.53,2.43,6.44,5854062,3
6196,Sep-09,43.23,0.6,-2.02,2229970,3
6197,Sep-09,54.71,2.18,1.7,6740659,3
6201,Sep-09,10.94,1.03,3.22,2453000,3
6202,Sep-09,16.94,2.66,6.46,8869810,3
6205,Sep-09,15.73,1.9,2.06,2343809,3
6206,Sep-09,12.76,3.74,9.48,7019505,3
6209,Sep-09, ,0.86,-0.1,2776052,3
6213,Sep-09,14.64,1.64,5.19,7639995,3
6214,Sep-09,26.86,0.82,2.86,10430441,3
6215,Sep-09,163.92,1.41,1.48,1199865,3
6216,Sep-09,19.28,1.8,3.61,1901922,3
6224,Sep-09,20.03,3.32,7.99,3393272,3
6225,Sep-09, ,2.83,2.21,2898185,3
6226,Sep-09, ,1.34,-0.03,1218975,3
6230,Sep-09,11.72,1.98,4.75,3945875,3
6235,Sep-09, ,1.94,-14.62,3734346,3
6239,Sep-09,12,2.75,6.78,64662591,3
6243,Sep-09,64.88,3.77,3.93,4957908,3
6257,Sep-09,26.33,1.05,2.61,5533593,3
6269,Sep-09,12.87,2.65,7.44,4927566,3
6271,Sep-09,27.2,3.12,4.54,10420252,3
6277,Sep-09,20.18,2.07,4.53,5202962,3
6278,Sep-09,10.92,2.51,7.3,14123304,3
6281,Sep-09,14.64,2.21,3.47,5289200,3
6282,Sep-09,10.1,1.57,4.33,10765268,3
6283,Sep-09,24.41,0.93,1.36,1365336,3
6285,Sep-09,16.9,1.66,3.13,10490314,3
6505,Sep-09,271.18,3.65,6.35,802085748,3
6605,Sep-09,12.96,1.51,4.03,11640283,3
8011,Sep-09,25.29, ,10.76, ,3
8016,Sep-09,18.78,2.44,5.36,7114997,3
8021,Sep-09,22.66,1.52,3.26,4294147,3
8033,Sep-09, ,1.23,-2.18,1396636,3
8039,Sep-09,25.72,1.96,4.23,6966421,3
8046,Sep-09,28.44,2.09,2.65,70289377,3
8070,Sep-09,19.91,2.56,6.51,7129057,3
8072,Sep-09,13.23,2.57,4.52,10500000,3
8081,Sep-09,20.06,3.75,6.79,13176240,3
8101,Sep-09, ,1.24,-0.88,4403312,3
8103,Sep-09,19.55,1.97,4.94,2321546,3
8105,Sep-09, ,0.92,2.67,7885667,3
8110,Sep-09,473.03,0.78,1.84,4731216,3
8112,Sep-09,59.39,1.11,2.28,3493489,3
8114,Sep-09,16.71,3.46,6.57,2829771,3
8131,Sep-09,1858.71,1.83,2.61,14239548,3
8163,Sep-09,31.75,1.84,3.68,17041419,3
8201,Sep-09,44.29,0.88,2.18,2614236,3
8210,Sep-09,11.29,1.3,8.04,2101964,3
8213,Sep-09,9.52,2.17,9.78,7564375,3
8215,Sep-09, ,1.78,4.4,4184521,3
8249,Sep-09,19.31,0.88,2.6,2584450,3
8261,Sep-09,25.44,1.99,2.27,4228482,3
8271,Sep-09,7.96,1.53,5.15,1763900,3
8374,Sep-09,16.49,1.72,5.1,1739568,3
8926,Sep-09,7.76,1.13,6.61,8125354,3
8940,Sep-09,31.68,1.62,-2.26,1403395,3
8996,Sep-09, ,2.93,-1.67,2349915,3
9105,Sep-09, ,0.29,-2.47,4128002,3
9902,Sep-09, ,1.58,-0.71,1323662,3
9904,Sep-09,4.28,1.17,4.51,59129928,3
9905,Sep-09,14.84,1.2,3.38,6496500,3
9906,Sep-09, ,0.74,-14.41,90210,3
9907,Sep-09,167.66,0.98,2.33,17370588,3
9908,Sep-09,15.71,1.06,1.75,8313364,3
9910,Sep-09,5.98,1.57,5.2,12478440,3
9911,Sep-09,14.19,1.09,3.03,3413834,3
9912,Sep-09, ,0.76,-2.7,317079,3
9914,Sep-09,10,2.33,6.24,13321149,3
9917,Sep-09,15.12,2.63,4.1,22670979,3
9918,Sep-09,16.33,1.78,1.53,4292014,3
9919,Sep-09,11.42,1.47,3.9,4336772,3
9921,Sep-09,12.49,2.94,5.5,30855062,3
9924,Sep-09,9.68,0.91,1.99,3373291,3
9925,Sep-09,8.55,1.34,3.17,7976934,3
9926,Sep-09,10.65,1.63,4.68,3257093,3
9927,Sep-09,20.94,2.18,9.66,7328729,3
9928,Sep-09, ,1.95,2.91,2986627,3
9929,Sep-09, ,0.39,-0.55,456460,3
9930,Sep-09,13.73,2.57,4.16,9715635,3
9931,Sep-09,16.95,1.35,1.02,1647362,3
9933,Sep-09,11.64,1.9,5.92,20488417,3
9934,Sep-09,20.72,1.5,3.6,6771131,3
9935,Sep-09, ,0.62,-1.05,1213681,3
9937,Sep-09,21.31,2.4,2.96,9657594,3
9938,Sep-09,25.79,1.07,0.88,4919130,3
9939,Sep-09,10.73,1.77,5.73,11827743,3
9940,Sep-09,17.16,3.71,8.33,17982653,3
9941,Sep-09,10.31,1.63,4.51,7109370,3
9942,Sep-09,13.35,1.38,2.84,2378405,3
9943,Sep-09,7.96,1.41,3.71,4097271,3
9944,Sep-09,11.6,0.82,2.24,1981816,3
9945,Sep-09,61.84,2.36,0.82,23424960,3
9946,Sep-09, ,0.58,-1.15,338025,3
9955,Sep-09,28.87,3.11,5.02,5017195,3
9958,Sep-09,246.65,0.94,0.55,1370121,3
1101,Dec-09,10.14,1.41,4.07,111933950,4
1102,Dec-09,11.58,1.38,1.92,103306431,4
1103,Dec-09, ,0.77,-0.07,12993574,4
1104,Dec-09,17.92,0.85,4.1,10568093,4
1108,Dec-09,55.14,0.83,0.13,3622405,4
1109,Dec-09,37.23,0.73,-0.11,4420500,4
1110,Dec-09,36.68,0.78,0.28,6492200,4
1201,Dec-09,32.72,4.01,3.24,22064303,4
1203,Dec-09,9.03,1.35,-1.17,5657687,4
1210,Dec-09,10.21,1.75,1.9,16583142,4
1213,Dec-09,12.58,0.85,2.22,507029,4
1215,Dec-09,12.16,1.14,2.92,3608004,4
1216,Dec-09,11.29,2.39,3.03,153752430,4
1217,Dec-09,38,1.28,-0.55,5887110,4
1218,Dec-09,19.9,1.15,-1.27,4179171,4
1219,Dec-09,16.2,1,1.25,3634568,4
1220,Dec-09, ,1.07,-0.83,1611401,4
1225,Dec-09,18.26,1.34,1.97,2708955,4
1227,Dec-09,9.57,2.45,6.78,14255517,4
1229,Dec-09,10.02,0.78,3.91,12828044,4
1231,Dec-09,13.62,0.93,0.99,1604324,4
1232,Dec-09,9.37,2.19,5.19,6095009,4
1233,Dec-09,18.53,2.48,2.13,3270335,4
1234,Dec-09,31.95,1.06,0.07,10153941,4
1235,Dec-09,210.89,1.97,0.6,1763035,4
1236,Dec-09,8.66,1.18,6.27,1491543,4
1301,Dec-09,14.99,1.83,3.53,411936839,4
1303,Dec-09,27.78,1.83,2.97,457788973,4
1304,Dec-09,5.31,1.22,1.97,15659481,4
1305,Dec-09,10.59,1.06,-1.76,5246317,4
1307,Dec-09,12.11,2.19,4.54,11052455,4
1308,Dec-09,8.69,1.05,2.4,6862485,4
1309,Dec-09,9.18,1.17,0.72,3844887,4
1310,Dec-09,11.71,1.4,-2.2,8037709,4
1312,Dec-09,6.61,1.3,2.34,15049892,4
1313,Dec-09,10.11,0.97,3.26,14843435,4
1314,Dec-09,11.77,1,2.68,22257529,4
1315,Dec-09,58.3,0.87,-0.71,5082000,4
1316,Dec-09, ,0.75,-0.39,602134,4
1319,Dec-09,13.08,2.68,5.43,27344881,4
1321,Dec-09,125.04,2,0.27,5362581,4
1323,Dec-09,10.77,1.32,3.69,1490189,4
1324,Dec-09,22.59,1.82,3.11,1806660,4
1325,Dec-09,12.98,1.66,5.96,2478168,4
1326,Dec-09,12.14,1.71,3.32,394918757,4
1338,Dec-09, , ,14.88, ,4
1402,Dec-09,12.45,2.02,3.18,186454080,4
1409,Dec-09,24.36,0.89,1.17,16358321,4
1410,Dec-09, ,1.56,-0.91,1764000,4
1413,Dec-09, ,0.7,-3.14,922414,4
1414,Dec-09, ,0.87,-3.66,1333200,4
1416,Dec-09, ,1.29,0.49,6487439,4
1417,Dec-09, ,0.81,-1.25,3361965,4
1418,Dec-09,8.39,1.44,1.65,1781015,4
1419,Dec-09,139.53,1.88,0.34,10246400,4
1423,Dec-09,32.94,0.59,0.15,1405250,4
1432,Dec-09, ,1.49,-19.71,580094,4
1434,Dec-09,16.92,0.85,1.34,43632798,4
1435,Dec-09, ,1.07,-2.42,677933,4
1436,Dec-09, ,0.84,-0.9,2900700,4
1437,Dec-09,129.45,1.35,0.7,4619785,4
1438,Dec-09, ,24.06,-49.42,163858,4
1439,Dec-09,246.49,1.85,-0.18,2507000,4
1440,Dec-09,20.59,0.85,1.48,19042431,4
1441,Dec-09, ,1.27,-4.85,689586,4
1442,Dec-09,8.07,1.27,10.17,2980938,4
1443,Dec-09, ,0.54,-8.85,916569,4
1444,Dec-09,9.75,0.8,5,6804214,4
1445,Dec-09,27.52,0.67,0.08,1231816,4
1446,Dec-09,49.81,0.64,-0.55,1233727,4
1447,Dec-09,9.67,1.27,2.64,8944264,4
1449,Dec-09, ,0.58,-11.12,492320,4
1451,Dec-09,8.8,0.86,2.62,10336253,4
1452,Dec-09,34.86,0.62,0.93,1128720,4
1453,Dec-09,23.69,0.71,5.05,364419,4
1454,Dec-09, ,0.64,0.42,978157,4
1455,Dec-09,7.93,1.09,2.34,6339825,4
1456,Dec-09, ,0.44,-10.31,229475,4
1457,Dec-09,24.16,0.72,1.58,1880011,4
1459,Dec-09,15.84,0.93,0.65,3145726,4
1460,Dec-09,5986.56,0.66,-0.08,3208797,4
1463,Dec-09,10.36,1.11,8.25,2025408,4
1464,Dec-09,12.13,0.62,2.03,1101080,4
1465,Dec-09,15.11,0.61,2.43,958363,4
1466,Dec-09,5.66,0.89,3.37,533398,4
1467,Dec-09,37.68,0.81,0.63,1385252,4
1468,Dec-09, ,1.15,-5.52,1820597,4
1470,Dec-09,16.04,1.02,1.68,847378,4
1471,Dec-09,42.14,2.59,2.15,6785995,4
1472,Dec-09, ,0.73,-0.02,474250,4
1473,Dec-09,14.23,1.38,4.76,5476461,4
1474,Dec-09,69.61,0.55,-0.15,969254,4
1475,Dec-09, ,1.75,-9.77,481296,4
1476,Dec-09,10.7,1.33,1.43,4043732,4
1477,Dec-09,10.77,2.58,6.47,9293434,4
1503,Dec-09,7.13,1.36,-0.85,21490095,4
1504,Dec-09,13.17,0.72,1.01,25524464,4
1506,Dec-09, ,1.98,0.12,1441739,4
1512,Dec-09, ,0.92,0.34,1945281,4
1513,Dec-09,17.5,1.29,2.14,9696000,4
1514,Dec-09,73.43,1.31,0.53,3086378,4
1515,Dec-09,19.67,1.02,1.22,2310718,4
1516,Dec-09, ,9.99,-24.4,1242338,4
1517,Dec-09,15.62,0.91,1.46,2540249,4
1519,Dec-09,20.35,2.5,1.24,8067946,4
1521,Dec-09,14.7,2.67,7.75,3773385,4
1522,Dec-09,13.63,1.48,3.37,7763922,4
1524,Dec-09, ,1.13,0.27,2371244,4
1525,Dec-09,18.18,2.09,5.51,4062397,4
1526,Dec-09, ,1.05,1.32,415120,4
1527,Dec-09,46.84,2.33,-0.39,5899612,4
1528,Dec-09, ,0.85,-0.18,1343045,4
1529,Dec-09, ,1.01,-9.07,942277,4
1530,Dec-09,76.29,1.75,0.05,3261852,4
1531,Dec-09,30.84,0.91,1.42,3534663,4
1532,Dec-09,13.87,1.38,4.03,12432855,4
1533,Dec-09,319.2,1.47,-1.52,2680337,4
1535,Dec-09,12.2,2.49,6.28,5109724,4
1536,Dec-09, ,1.51,-1.7,2160795,4
1537,Dec-09,10.67,1.77,7.25,3082277,4
1538,Dec-09, ,3.43,-1.65,6140217,4
1539,Dec-09, ,0.75,-3.17,549108,4
1540,Dec-09,12.65,2.06,4.33,2893261,4
1541,Dec-09,9.98,1.7,3.27,1722768,4
1558,Dec-09,7.61,2.21,11.47,3772333,4
1560,Dec-09, ,1.7,2.32,5562450,4
1568,Dec-09, ,0.86,-4.28,870495,4
1582,Dec-09,14.39,3,4.53,11439188,4
1583,Dec-09,77.5,1.44,0.26,2800130,4
1587,Dec-09, , ,2.13, ,4
1597,Dec-09, , ,3.31, ,4
1603,Dec-09,11.24,1.18,2.48,4912005,4
1604,Dec-09, ,0.69,-1.43,5328451,4
1605,Dec-09,16.76,0.66,1.22,36676940,4
1608,Dec-09,7.69,0.96,3.97,7276890,4
1609,Dec-09,34.68,0.72,1.04,4968050,4
1611,Dec-09,28.67,1.72,4.16,9542925,4
1612,Dec-09,27.75,0.91,1.63,4586737,4
1614,Dec-09,51.65,2,-0.3,10796196,4
1615,Dec-09,12.18,0.97,5.74,1292948,4
1616,Dec-09, ,0.71,-1.31,1423105,4
1617,Dec-09, ,0.64,1.66,885810,4
1618,Dec-09,66.72,0.64,0.28,5261603,4
1701,Dec-09,17.29,1.66,3.65,7213560,4
1702,Dec-09,16.83,3.06,4.39,8735720,4
1707,Dec-09,14.36,3.35,9.22,6485703,4
1708,Dec-09,26.12,1.55,1.72,5232363,4
1709,Dec-09,12.02,1.05,2.27,4547357,4
1710,Dec-09,11.85,1.5,4.03,20612710,4
1711,Dec-09,45.91,2.36,2.56,12953378,4
1712,Dec-09,13.68,1.11,1.92,5114034,4
1713,Dec-09,87.54,0.84,0.63,1834055,4
1714,Dec-09,9.85,1.49,3.43,11672838,4
1717,Dec-09,13.34,1.67,3.59,30379489,4
