code,年月,當季季底P/E,當季季底P/B,ROE(B)－常續利益,季底普通股市值,季別
6671,Mar-18, , ,1.87, ,1
6672,Mar-18,15.25,3.45,3.06,4336850,1
6674,Mar-18,8.74,1.59,4.61,2536926,1
6698,Mar-18, , ,2.3, ,1
6706,Mar-18, , ,8.25, ,1
6715,Mar-18, , ,6.36, ,1
8011,Mar-18, ,0.91,-0.52,2443572,1
8016,Mar-18,12.42,2.21,2.39,10531875,1
8021,Mar-18,10.52,0.72,1.27,3261325,1
8028,Mar-18,21.5,2.69,1.81,4545777,1
8033,Mar-18, ,2.17,-0.48,1345854,1
8039,Mar-18,8.86,1.25,1.39,9086221,1
8046,Mar-18, ,0.72,-2.22,21937302,1
8070,Mar-18,6.85,1.66,2.56,9613790,1
8072,Mar-18, ,0.71,-0.12,1696000,1
8081,Mar-18,17.33,1.52,1.14,5928634,1
8101,Mar-18, ,0.87,-8.81,1452458,1
8103,Mar-18,9.05,0.95,0.66,2344291,1
8104,Mar-18,14.96,4.25,5.87,5273711,1
8105,Mar-18,11.58,0.96,0.16,8234796,1
8110,Mar-18,11.27,0.72,0.63,7606205,1
8112,Mar-18,5.95,1.63,4.14,11932558,1
8114,Mar-18,18.68,3.55,1.74,10076875,1
8131,Mar-18,11.07,1.26,2.45,14770215,1
8150,Mar-18,22.66,1.15,0.12,21311763,1
8163,Mar-18,14.41,1.08,0.42,8694000,1
8201,Mar-18, ,1.29,-2.96,1029039,1
8210,Mar-18,11.19,1.99,1.85,5980264,1
8213,Mar-18,8.02,0.82,0.91,8055887,1
8215,Mar-18,21.37,1.45,2.06,6189008,1
8222,Mar-18,34.45,1.44,0.72,1285181,1
8249,Mar-18,14.35,1.01,-0.36,3455896,1
8261,Mar-18,27.97,1.67,1.05,2208381,1
8271,Mar-18,8.81,1.51,3.48,4035880,1
8341,Mar-18,29.76,8.86,5.57,25589250,1
8367,Mar-18,9.38,1.01,1.76,1748086,1
8374,Mar-18,9.97,1.64,3.85,2622904,1
8404,Mar-18,24.86,3.19,1.91,15918060,1
8411,Mar-18,14.4,0.66,0.2,3981535,1
8422,Mar-18,11.97,3.56,7.2,20688720,1
8429,Mar-18,7.5,0.54,1.32,3861164,1
8442,Mar-18, ,2.8,-9.76,3159937,1
8443,Mar-18, ,0.65,0.83,1028720,1
8454,Mar-18,24.58,6.21,5.4,38497718,1
8462,Mar-18,19.53,5.98,6.39,7413219,1
8463,Mar-18,15.23,1.13,0.44,2700000,1
8464,Mar-18,18.72,6.56,4.46,82192110,1
8466,Mar-18,12.75,2.11,1.31,5469685,1
8467,Mar-18,36.41,1.14,-2.1,1627520,1
8473,Mar-18,15,1.64,2.44,9439937,1
8476,Mar-18,-888,1.93,-5.66,1539197,1
8478,Mar-18,15.95,2.13,-1.95,5768587,1
8481,Mar-18,10.74,2.37,3.36,3110267,1
8482,Mar-18, , ,7.89, ,1
8488,Mar-18,24.25,0.67,-0.68,1906875,1
8499,Mar-18,12.44,2.96,2.08,5076675,1
8926,Mar-18,16.15,1.33,0.76,15874844,1
8940,Mar-18, ,1.13,4.35,934750,1
8996,Mar-18,52.76,2.23,0.27,4022280,1
910322,Mar-18,0.04,0.01,3.16,674772,1
9105,Mar-18,8.96,0.14,-1.36,2349995,1
9110,Mar-18, ,0.05,-1.77,166406,1
911608,Mar-18, ,0.02,-7.85,19228,1
911622,Mar-18,0.65,0.02,0.04,82765,1
9802,Mar-18,12.43,1.55,1.61,9916021,1
9902,Mar-18, ,0.79,-0.44,962841,1
9904,Mar-18,4.69,1.3,2.15,116103408,1
9905,Mar-18,16.71,1.13,1.18,8036750,1
9906,Mar-18,11.82,1.25,0.33,1140860,1
9907,Mar-18,26.51,1.1,0.57,20686800,1
9908,Mar-18,16.78,1.32,0.88,14303117,1
9910,Mar-18,13.38,6.16,5.39,87166170,1
9911,Mar-18,9.31,1.96,4.44,8491046,1
9912,Mar-18,30.07,1,0.49,612526,1
9914,Mar-18,38.02,3.48,0.2,39914231,1
9917,Mar-18,16.85,3.83,4.96,40788209,1
9918,Mar-18,23.69,2.02,2.83,6029936,1
9919,Mar-18,15.18,0.95,0.66,2375368,1
9921,Mar-18,20.36,2.87,1.13,57384792,1
9924,Mar-18,10.61,1.37,0.91,6953879,1
9925,Mar-18,14.36,1.44,1.49,14885736,1
9926,Mar-18,17.73,2.42,2.89,7260937,1
9927,Mar-18,7.89,1.54,2.58,8439122,1
9928,Mar-18, ,1.13,-9.78,806373,1
9929,Mar-18,252.29,1.68,-0.12,1839920,1
9930,Mar-18,14.6,3.02,3.75,13443728,1
9931,Mar-18,13.72,1.77,3.52,3241325,1
9933,Mar-18,9.42,2.01,2.18,36980577,1
9934,Mar-18,10.37,1.26,0.85,7700696,1
9935,Mar-18,13.22,2.7,2.23,3487242,1
9937,Mar-18,13.97,2.57,3.78,12608954,1
9938,Mar-18,9.87,2.85,3.78,24730929,1
9939,Mar-18,11.47,1.26,2.21,16313305,1
9940,Mar-18,5.75,2.36,1.5,28079650,1
9941,Mar-18,9.39,2.88,5.17,32818166,1
9942,Mar-18,10.17,2.46,2.63,7401329,1
9943,Mar-18,9.05,1.96,6.79,8043508,1
9944,Mar-18,25.41,0.72,0.47,2133042,1
9945,Mar-18,3.44,0.99,4.7,57018235,1
9946,Mar-18,12.22,0.69,1.09,3465220,1
9955,Mar-18, ,0.73,-2.3,1424270,1
9958,Mar-18, ,6.51,-0.92,14937419,1
1101,Jun-18,7.77,1.19,4.7,179839656,2
1102,Jun-18,7.26,0.83,3.43,112608475,2
1103,Jun-18, ,0.51,-1.32,9955923,2
1104,Jun-18,11.65,0.75,2.3,13137541,2
1108,Jun-18, ,0.73,-0.09,3213620,2
1109,Jun-18,4.36,0.94,3.31,5561305,2
1110,Jun-18,1633.79,0.96,0.36,8151000,2
1201,Jun-18,55.7,2.3,-2.09,12196094,2
1203,Jun-18,5.9,1.37,3.17,6168000,2
1210,Jun-18,8.8,1.91,0.85,30008056,2
1213,Jun-18,128.65,1.19,0.05,832343,2
1215,Jun-18,10.99,2.55,2.02,16106199,2
1216,Jun-18,12.71,4.39,4.45,439787961,2
1217,Jun-18,308.75,0.69,-0.53,3872037,2
1218,Jun-18,19.42,1.51,1.96,9324981,2
1219,Jun-18,46.23,1.54,0.14,5989442,2
1220,Jun-18,16.71,0.99,1.61,2186901,2
1225,Jun-18,46.19,6.01,2.36,18546014,2
1227,Jun-18,18.29,3.98,2.2,56460991,2
1229,Jun-18,12.5,1.41,2.47,36107271,2
1231,Jun-18,11.77,1.92,0.87,5931734,2
1232,Jun-18,14.03,4.44,5.46,15117543,2
1233,Jun-18,15.78,2.41,3.72,3555697,2
1234,Jun-18,17.05,0.74,0.97,12779498,2
1235,Jun-18,12.88,0.44,0.37,2353686,2
1236,Jun-18,60.23,0.99,-2.74,1836397,2
1256,Jun-18,10.35,3.48,9.74,5445405,2
1301,Jun-18,10.68,1.94,4.52,716145750,2
1303,Jun-18,9.35,1.86,4.19,691567591,2
1304,Jun-18,4.43,0.89,1.73,16491174,2
1305,Jun-18,7.47,1.86,4.98,14907570,2
1307,Jun-18,19.19,1.49,0.74,11954431,2
1308,Jun-18,19.39,0.93,0.85,9092901,2
1309,Jun-18,4.59,1.22,4.74,5176886,2
1310,Jun-18,7.5,1.71,4.61,12167380,2
1312,Jun-18,5.03,1.2,3.37,26563966,2
1313,Jun-18,9.57,1.16,0.55,24590919,2
1314,Jun-18,7.65,0.53,1.84,35098141,2
1315,Jun-18,96.9,0.66,-0.11,5296500,2
1316,Jun-18,4.37,1.7,2.91,2852447,2
1319,Jun-18,9.71,1.36,2.72,27769845,2
1321,Jun-18,123.53,1.14,-0.57,6180602,2
1323,Jun-18,7.07,1.84,4.59,3395393,2
1324,Jun-18,236.31,0.92,0.63,923988,2
1325,Jun-18,20.95,0.9,1.34,1535058,2
1326,Jun-18,9.75,1.86,3.36,712134099,2
1337,Jun-18, ,0.27,-1.52,2664371,2
1338,Jun-18,9.33,1.33,1.91,8635520,2
1339,Jun-18,6.78,0.97,4.12,3173106,2
1340,Jun-18,6.07,0.73,1.5,4928898,2
1341,Jun-18, , ,3.92, ,2
1342,Jun-18, , ,14.01, ,2
1402,Jun-18,7.02,0.77,1.91,154698088,2
1409,Jun-18,6.97,0.67,2.89,19016306,2
1410,Jun-18,13.36,1.52,2.99,1756800,2
1413,Jun-18,7.42,1.51,8.17,1545710,2
1414,Jun-18, ,0.55,0.31,1711600,2
1416,Jun-18, ,0.81,-0.74,3299088,2
1417,Jun-18, ,0.6,-2,2108351,2
1418,Jun-18, ,4.02,-39.56,616649,2
1419,Jun-18,158.09,1.69,0.34,14401968,2
1423,Jun-18,36.97,0.63,1.05,1714430,2
1432,Jun-18, ,0.93,-3.37,1676011,2
1434,Jun-18,18.48,0.79,0.76,56183544,2
1435,Jun-18,211.12,0.84,0.18,763199,2
1436,Jun-18,8.88,1.25,2.01,3036000,2
1437,Jun-18,12,0.69,1.16,3728456,2
1438,Jun-18, ,1.63,-0.22,868445,2
1439,Jun-18, ,1.93,-0.45,3652400,2
1440,Jun-18,17.68,0.89,2.08,22284162,2
1441,Jun-18, ,0.72,-5.45,1187302,2
1442,Jun-18,19.26,1.12,0.73,5872898,2
1443,Jun-18, ,0.91,5.07,826946,2
1444,Jun-18,22.25,0.96,2.01,10290997,2
1445,Jun-18, ,0.62,-0.07,1130136,2
1446,Jun-18, ,2.18,0.27,3539121,2
1447,Jun-18,13.85,0.73,2.76,7425634,2
1449,Jun-18, ,1.02,-9.67,656400,2
1451,Jun-18,11.93,0.63,2.43,4623300,2
1452,Jun-18,12.44,1.15,1.53,2719141,2
1453,Jun-18, ,0.63,-0.38,831278,2
1454,Jun-18,41.93,0.71,1.58,1139309,2
1455,Jun-18,10.6,0.82,1.64,6362335,2
1456,Jun-18,34.56,0.75,-1.53,853789,2
1457,Jun-18,7,1.04,1.38,4449293,2
1459,Jun-18, ,0.91,-1.18,3245583,2
1460,Jun-18,18.8,1.25,1.47,6443973,2
1463,Jun-18,9.42,1.79,3.12,3915857,2
1464,Jun-18,21.9,1.86,2.54,8163386,2
1465,Jun-18, ,0.91,0.67,1512662,2
1466,Jun-18, ,0.67,-1.18,1139359,2
1467,Jun-18, ,1.05,0.41,2291856,2
1468,Jun-18, ,1.69,3.37,1716334,2
1470,Jun-18,38.06,1.77,1.01,1616708,2
1471,Jun-18, ,0.89,-5.37,1046881,2
1472,Jun-18, ,4.89,-5.51,1587398,2
1473,Jun-18, ,0.82,-2.06,3009279,2
1474,Jun-18,9.48,0.83,1.44,1558752,2
1475,Jun-18, ,5.05,-22.93,400400,2
1476,Jun-18,19.76,6.79,7.92,99458038,2
1477,Jun-18,17.28,3.69,2.91,28686019,2
1503,Jun-18,10.62,0.95,1.61,21516144,2
1504,Jun-18,10.98,0.88,2.04,45861647,2
1506,Jun-18, ,2.11,-0.88,2584834,2
1512,Jun-18, ,2.47,-1.09,2343021,2
1513,Jun-18,13.1,1.23,2.39,8820000,2
1514,Jun-18,15.98,1.19,1.43,3247232,2
1515,Jun-18,18.76,3.08,0.88,7277067,2
1516,Jun-18,40.98,1.74,1.83,630593,2
1517,Jun-18,15.93,0.7,3.66,2323815,2
1519,Jun-18, ,2.09,-1.94,6004334,2
1521,Jun-18,11.32,3.54,5.62,6174630,2
1522,Jun-18,12.11,1.59,2.71,10043994,2
1524,Jun-18,7.93,0.91,2.63,1976535,2
1525,Jun-18,9.54,1.36,2.39,5431600,2
1526,Jun-18,10.17,2.67,3.94,2055000,2
1527,Jun-18,8.91,2.69,14.5,8981196,2
1528,Jun-18,16,1.2,1.66,2772000,2
1529,Jun-18,31.67,2.76,2.19,1889080,2
1530,Jun-18,7.79,1.32,4.53,3733358,2
1531,Jun-18,13.74,0.97,1.88,3644658,2
1532,Jun-18,9.87,0.94,1.77,11075995,2
1533,Jun-18,12.96,1.53,0.62,3646239,2
1535,Jun-18,21.43,1.61,0.49,4813564,2
1536,Jun-18,25.97,6,5.39,37733488,2
1537,Jun-18,9.34,3.46,8.24,11858825,2
1538,Jun-18, ,0.97,-5.94,353324,2
1539,Jun-18,7.79,1.3,6.08,1454483,2
1540,Jun-18,14.01,0.98,1.99,1367568,2
1541,Jun-18,14.85,2.79,5.96,3073200,2
1558,Jun-18,7.69,1.83,9,7811208,2
1560,Jun-18,11.49,2.56,3.89,9954600,2
1568,Jun-18,13.83,1.79,-0.59,2870945,2
1582,Jun-18,9.33,1.85,4.47,10310313,2
1583,Jun-18,6.92,1.71,5.4,7286400,2
1587,Jun-18,203.66,1.08,0.36,1307286,2
1589,Jun-18, ,0.75,-1.21,6529595,2
1590,Jun-18,17.79,5.02,5.57,81941904,2
1597,Jun-18,17.16,5.37,9.01,9270065,2
1598,Jun-18, ,2.01,0.56,3243955,2
1603,Jun-18,38,1.03,-0.15,4955135,2
1604,Jun-18,14.56,0.99,3.3,6811350,2
1605,Jun-18,3.62,0.87,4.77,69676200,2
1608,Jun-18,18.22,1.1,1.07,7276890,2
1609,Jun-18,9.82,1.17,0.69,7896084,2
1611,Jun-18, ,1.06,-0.26,4741424,2
1612,Jun-18,26.97,0.77,1.48,3571704,2
1614,Jun-18,22.49,1.29,1.36,6552902,2
1615,Jun-18,10.63,1.42,3.21,2248406,2
1616,Jun-18, ,0.74,-0.92,1190127,2
1617,Jun-18,8.65,1.21,4.8,2026474,2
1618,Jun-18,29.17,0.56,1.17,2288208,2
1626,Jun-18, ,0.98,1.76,2512139,2
1701,Jun-18,13.55,1.05,1.85,5902004,2
1702,Jun-18,12.19,3.2,4.49,17883226,2
1707,Jun-18,13.04,6.34,6.83,31233540,2
1708,Jun-18,10.3,1.01,1.62,5711022,2
1709,Jun-18,12.25,1.32,2.91,9304602,2
1710,Jun-18,7.77,2.03,3.13,29139629,2
1711,Jun-18,22.07,1.32,1.17,10188187,2
1712,Jun-18,7.68,1.07,4.61,7239842,2
1713,Jun-18,26.91,1.2,1.55,2717118,2
1714,Jun-18,13.44,0.77,0.72,8663340,2
1717,Jun-18,15.81,1.52,2.39,32282021,2
1718,Jun-18,2.86,0.67,2.29,14866727,2
1720,Jun-18,11.65,1.71,2.64,6057794,2
1721,Jun-18,32.21,1.02,0.58,2334644,2
1722,Jun-18,23.05,0.83,0.98,41013000,2
1723,Jun-18,21.76,5.74,5.45,35298696,2
1725,Jun-18,11.99,1.15,1.74,3436568,2
1726,Jun-18,12.82,1.6,2.74,13122000,2
1727,Jun-18,11.1,1.1,1.75,1609650,2
1730,Jun-18,11.4,2.38,3.92,2939893,2
1731,Jun-18,13.85,1.04,1.42,1794353,2
1732,Jun-18,33.47,1.18,-0.09,498705,2
1733,Jun-18,16.21,1.78,2.46,2862136,2
1734,Jun-18, ,1.21,-0.93,3673112,2
1735,Jun-18,15.19,1.24,-0.13,1699535,2
1736,Jun-18,45.12,1.18,-2.16,9302890,2
1737,Jun-18,13.61,0.99,1.78,5950000,2
1752,Jun-18,21.02,1.83,1.85,3746655,2
1760,Jun-18,49.24,5.91,3.12,7366944,2
1762,Jun-18,16.29,1.05,0.91,1888586,2
1773,Jun-18,14.44,3.77,5.45,16275000,2
1776,Jun-18,26.04,1.45,-0.51,1526842,2
1783,Jun-18,51.35,2.82,2.94,2306070,2
1786,Jun-18,53.19,3.93,0.39,3701070,2
1789,Jun-18,55.62,2.43,1.37,25619944,2
1795,Jun-18,86.88,2.58,-0.64,18293760,2
1802,Jun-18,14.89,1.08,0.74,50018632,2
1805,Jun-18,605.77,1.66,-3.66,1091604,2
1806,Jun-18, ,0.48,0.55,3328119,2
1808,Jun-18,5.91,2.45,9.86,13300854,2
1809,Jun-18, ,0.75,0.78,2371982,2
1810,Jun-18,29.54,0.61,-0.32,3413743,2
1817,Jun-18,8.27,1.87,3.65,2943930,2
1903,Jun-18, ,3.06,-2.09,8347252,2
1904,Jun-18,9.04,0.87,2.81,19006899,2
1905,Jun-18,13.7,0.76,1.03,11745193,2
1906,Jun-18,5.21,0.45,5.92,3042650,2
1907,Jun-18,6.4,0.55,0.13,20007471,2
1909,Jun-18,6.75,1.23,2.83,29475810,2
2002,Jun-18,13.84,1.23,2.27,372916182,2
2006,Jun-18,13.21,0.97,0.99,22591350,2
2007,Jun-18, ,0.8,0.01,2674481,2
2008,Jun-18, ,1,-2.4,2530735,2
2009,Jun-18,25.2,0.94,0.68,3794012,2
2010,Jun-18,16.97,0.71,0.71,7318502,2
2012,Jun-18,11.05,1.62,2.9,5712314,2
2013,Jun-18,512.32,1.44,0.68,6030000,2
2014,Jun-18,5.71,1.36,6.59,18159632,2
2015,Jun-18,10.06,1.99,3.93,34023542,2
2017,Jun-18,14.22,0.8,0.23,3230643,2
2020,Jun-18,9.03,1.21,3.53,3653837,2
2022,Jun-18,26.79,0.85,-0.96,3561562,2
2023,Jun-18,41.99,0.67,0.28,18849172,2
2024,Jun-18,7.36,0.84,2.29,975000,2
2025,Jun-18, ,1.07,-36.98,1040318,2
2027,Jun-18,5.27,2.18,11,34290724,2
2028,Jun-18,5.42,1.66,6.24,3550283,2
2029,Jun-18,23.29,0.97,0.61,8366739,2
2030,Jun-18,5.79,1.19,4.61,4512785,2
2031,Jun-18,20.42,1.83,-0.01,12051492,2
2032,Jun-18,16.53,0.79,0.53,1301294,2
2033,Jun-18,33.35,1,0.27,960259,2
2034,Jun-18,9.19,1.46,4.88,10829658,2
2038,Jun-18,21.34,0.55,-0.52,2093599,2
2049,Jun-18,17.64,5.51,8.19,100856520,2
2059,Jun-18,21.72,4.46,6.21,41025359,2
2062,Jun-18,101.27,1.08,0.56,5850722,2
2069,Jun-18,14.27,1.27,0.95,3521775,2
2101,Jun-18,37.96,2.12,1.6,22391128,2
2102,Jun-18, ,0.64,-1.71,5821947,2
2103,Jun-18,19.04,1.81,2.34,27083255,2
2104,Jun-18,7.26,1.34,3.78,29386396,2
2105,Jun-18,20.75,1.87,1.7,148618878,2
2106,Jun-18,36.37,1.55,2.64,29380848,2
2107,Jun-18,17.51,0.5,0.54,5365000,2
2108,Jun-18,7.9,1.85,5.99,13318691,2
2109,Jun-18, ,1.88,-2.2,5184644,2
2114,Jun-18,12.32,3.08,5.73,6462143,2
2115,Jun-18,10.57,1.41,2.16,3044963,2
2201,Jun-18,6.66,0.46,0.64,33188591,2
2204,Jun-18,8.29,0.77,1.56,39237818,2
2206,Jun-18,39.93,1.51,0.87,18651051,2
2207,Jun-18,9.92,3.23,5.34,146649062,2
2208,Jun-18, ,1.87,-5.06,14343635,2
2211,Jun-18, , ,3.91, ,2
2227,Jun-18,9.4,4.21,9.05,75750000,2
2228,Jun-18,9.49,1.87,3.79,6630750,2
2231,Jun-18,30.22,13.12,9.13,39610740,2
2233,Jun-18,7.97,2.16,4.72,5315112,2
2236,Jun-18,8.99,1.91,2.75,2159939,2
2239,Jun-18,9.2,1.84,3.85,18370000,2
2241,Jun-18,98.92,3.15,3.61,2871612,2
2243,Jun-18, ,1.27,-0.09,1272960,2
2247,Jun-18,15.81,2.17,3.92,17504560,2
2301,Jun-18,7.77,1.3,5.84,86746992,2
2302,Jun-18, ,0.91,1.01,1480088,2
2303,Jun-18,26.42,1.02,1.18,213982190,2
2305,Jun-18,47.26,0.82,-0.01,1846827,2
2308,Jun-18,13.17,2.41,2.72,284430959,2
2312,Jun-18,61.8,0.92,1.29,14483787,2
2313,Jun-18,7,1.71,2.47,38555377,2
2314,Jun-18,115.24,2.23,-0.37,6122552,2
2316,Jun-18,18.97,0.51,1.73,3620960,2
2317,Jun-18,13.01,1.21,-0.34,1441751002,2
2321,Jun-18, ,3.6,1.27,969299,2
2323,Jun-18, ,0.89,-1.14,16475823,2
2324,Jun-18,8.57,0.84,1.67,84617203,2
2327,Jun-18,18.06,8.51,23.96,398295000,2
2328,Jun-18,8.33,1.05,2.66,11144439,2
2329,Jun-18, ,1.48,-0.86,8181052,2
2330,Jun-18,14.02,3.77,4.84,5613927270,2
2331,Jun-18, ,0.89,0.44,9782405,2
2332,Jun-18,234.59,0.99,-1.79,9062744,2
2337,Jun-18,8.77,2.89,8.64,78314345,2
2338,Jun-18,311.59,3.11,1.53,8352165,2
2340,Jun-18,17.2,1.81,2.13,13095877,2
2342,Jun-18,55.22,3.83,5.01,5227160,2
2344,Jun-18,8.01,1.21,3.97,77610000,2
2345,Jun-18,15.39,5.6,8.74,49097677,2
2347,Jun-18,9.6,1.68,3.29,76725516,2
2348,Jun-18,10.85,3.02,6.51,3629440,2
2349,Jun-18, ,2.59,-1.21,25883503,2
2351,Jun-18,14.51,2.89,4.64,15354402,2
2352,Jun-18,8.1,1.39,1.95,42285792,2
2353,Jun-18,21.71,1.34,-1.51,76604900,2
2354,Jun-18,9.42,0.88,0.59,105520581,2
2355,Jun-18,22.61,1.03,-4.19,15343307,2
2356,Jun-18,8.43,1.61,3.02,85920026,2
2357,Jun-18,11.21,1.25,0.26,206858660,2
2358,Jun-18,100.99,1.95,1.25,2389054,2
2359,Jun-18,15.06,0.85,3.3,3643759,2
2360,Jun-18,16.56,5.09,7.37,67956352,2
2362,Jun-18,27.53,0.54,0.93,23432491,2
2363,Jun-18, ,0.86,-0.96,7168794,2
2364,Jun-18, ,2.3,-1.03,775831,2
2365,Jun-18,28.05,0.81,0.64,2764156,2
2367,Jun-18,11.45,1.32,1,12570303,2
2368,Jun-18, ,0.8,3.5,5456190,2
2369,Jun-18,243.78,0.8,0.06,4694260,2
2371,Jun-18, ,1.54,-3.95,63401426,2
2373,Jun-18,12.38,3.12,4.09,21329041,2
2374,Jun-18, ,0.58,-1.57,4630770,2
2375,Jun-18, ,2.24,-8.57,7724119,2
2376,Jun-18,9.41,1.65,2.33,42845371,2
2377,Jun-18,9.84,2.85,5.86,79585435,2
2379,Jun-18,14.1,2.55,4.58,56398545,2
2380,Jun-18, ,0.68,-6.34,1326361,2
2382,Jun-18,11.09,1.63,2.55,206650545,2
2383,Jun-18,7.97,2.31,3.56,25508230,2
2385,Jun-18,12.57,2.15,1.25,49928412,2
2387,Jun-18,28.86,0.52,1.39,3635412,2
2388,Jun-18, ,6.85,0.77,24862471,2
2390,Jun-18, ,0.91,-1.65,2183014,2
2392,Jun-18,44.69,0.78,-1.63,16650595,2
2393,Jun-18,14.74,1.01,1.4,16965504,2
2395,Jun-18,18.73,5.33,5.83,140206344,2
2397,Jun-18,12.98,3.12,7.11,9197978,2
2399,Jun-18,13.72,1.12,1.8,2609165,2
2401,Jun-18,121.19,1.1,0.05,9383105,2
2402,Jun-18, ,1.05,1.4,6226308,2
2404,Jun-18,8.67,2.59,5.24,15818671,2
2405,Jun-18, ,1.65,-0.78,5685402,2
2406,Jun-18, ,1.19,-7.98,3594025,2
2408,Jun-18,8.18,1.76,7.77,257972832,2
2409,Jun-18,5.77,0.62,0.13,124152761,2
2412,Jun-18,18.18,2.37,2.63,853319060,2
2413,Jun-18, ,2.72,0.78,4826906,2
2414,Jun-18,10.41,1.42,1.79,3550083,2
2415,Jun-18,7.42,1.23,2.06,1896000,2
2417,Jun-18, ,0.86,0.34,2420795,2
2419,Jun-18,12.69,1.56,1.33,5415981,2
2420,Jun-18,9.11,1.96,4.25,5388474,2
2421,Jun-18,14.21,2.82,4.57,10840133,2
2423,Jun-18,9.39,1.59,4.71,3459371,2
2424,Jun-18, ,2.91,0.82,1143000,2
2425,Jun-18,15.83,1.72,5.4,3009416,2
2426,Jun-18,39.38,1.91,0.97,7199897,2
2427,Jun-18,26.73,0.94,0.78,1990591,2
2428,Jun-18,8.05,2.1,5.44,11427590,2
2429,Jun-18, ,1.72,2.18,467360,2
2430,Jun-18,11.76,0.85,0.39,3968873,2
2431,Jun-18, ,1.07,-2.2,1558524,2
2433,Jun-18,11.93,1.78,2.18,6784087,2
2434,Jun-18, ,2.26,-9.27,1101391,2
2436,Jun-18,29.61,1.91,1.6,6398571,2
2438,Jun-18,14.13,1.49,2.92,904543,2
2439,Jun-18,16.57,2.65,1.59,26702011,2
2440,Jun-18,18.1,1.37,-2.96,1669404,2
2441,Jun-18,9.84,2.03,4.19,30774515,2
2442,Jun-18, ,0.88,0.9,2274271,2
2443,Jun-18, ,0.75,-6.03,936767,2
2444,Jun-18, ,1.57,-0.85,1625578,2
2449,Jun-18,15.28,1.43,1.33,33931174,2
2450,Jun-18,19.08,2.29,0.54,12899687,2
2451,Jun-18,11.36,1.9,3.59,36442381,2
2453,Jun-18,13.06,0.83,0.56,1405000,2
2454,Jun-18,30.78,1.83,1.47,473781600,2
2455,Jun-18,38.02,8.08,4.96,21264075,2
2457,Jun-18, ,0.72,-2.92,3765221,2
2458,Jun-18,14.87,3.27,4.87,22617339,2
2459,Jun-18,8.4,1.04,1.86,4485140,2
2460,Jun-18, ,0.94,-0.35,2538000,2
2461,Jun-18,12.07,0.87,-0.72,2463328,2
2462,Jun-18, ,1.65,-0.25,4110663,2
2464,Jun-18,8.83,2.26,8.4,8407833,2
2465,Jun-18, ,2.77,-6.49,1036908,2
2466,Jun-18, ,2.99,1.21,5080855,2
2467,Jun-18,6.14,1.66,5.8,4111470,2
2468,Jun-18,17.68,0.76,1.4,846528,2
2471,Jun-18,15.91,1.05,5.03,718246,2
2472,Jun-18,8.97,3.31,4.94,10298729,2
2474,Jun-18,6.17,1.86,7.7,262703331,2
2476,Jun-18,7.02,1.11,3.23,4966391,2
2477,Jun-18,15.61,1.54,0.66,4568879,2
2478,Jun-18,39.18,4.63,7.22,22905641,2
2480,Jun-18,9.27,1.7,3.64,4190584,2
2481,Jun-18,15.04,2.95,2.78,21078258,2
2482,Jun-18, ,1.05,1.03,772796,2
2483,Jun-18,10.63,0.99,2.05,2289793,2
2484,Jun-18,12.59,1.16,3.05,3387696,2
2485,Jun-18,44.23,1.18,2.26,7942225,2
2486,Jun-18, ,0.87,0.59,2842768,2
2488,Jun-18,9.56,1.41,6.34,2611967,2
2489,Jun-18, ,0.96,0.01,11514196,2
2491,Jun-18, ,1.07,-2.5,595720,2
2492,Jun-18,20.87,8.22,18.76,202578600,2
2493,Jun-18,8.8,1.37,3.89,3015415,2
2495,Jun-18,19.39,0.88,0.84,3593901,2
2496,Jun-18,15.29,3.04,3.51,2244780,2
2497,Jun-18, ,1.79,-1.41,2892731,2
2498,Jun-18, ,0.88,-6.23,46615951,2
2501,Jun-18,15.03,0.82,2.45,18552976,2
2504,Jun-18,33.98,0.67,0.85,12991300,2
2505,Jun-18, ,1.12,-0.91,7899173,2
2506,Jun-18,156.57,0.68,-0.83,4624650,2
2509,Jun-18,61.86,1.68,-0.47,5144393,2
2511,Jun-18,12.79,0.78,0.71,18018919,2
2514,Jun-18,30.62,0.7,-0.98,6687901,2
2515,Jun-18,35.98,0.65,0.51,12920788,2
2516,Jun-18, ,0.63,0.55,1459493,2
2520,Jun-18,41.4,1,-1.27,11133781,2
2524,Jun-18,9.94,0.78,0.11,8915064,2
2527,Jun-18, ,1.36,-1.46,8893067,2
2528,Jun-18, ,2.07,-1.09,3049924,2
2530,Jun-18, ,1.31,0.15,4210194,2
2534,Jun-18,7.03,1.85,6.52,25224221,2
2535,Jun-18,6.63,1.05,4.6,6009023,2
2536,Jun-18,7.24,0.64,0.26,7288495,2
2537,Jun-18,212.6,0.56,-0.68,2317294,2
2538,Jun-18,32.76,0.67,0.05,4932540,2
2539,Jun-18,13.51,2.1,0.28,11302260,2
2540,Jun-18,24.72,0.93,1.15,3840920,2
2542,Jun-18,7.67,1.7,7.75,52789827,2
2543,Jun-18,192.83,0.77,0.32,1943123,2
2545,Jun-18,23.9,0.88,3.26,8881591,2
2546,Jun-18,6.94,1.15,4.13,2677384,2
2547,Jun-18,5.79,1.02,10.06,10017493,2
2548,Jun-18,6.41,1.26,2.12,18352636,2
2597,Jun-18,9.29,1.29,3.16,5217750,2
