證券代碼	年	序號	事件日
U1TSE 上市	2023    	000387	19991216
U1TSE 上市	2023    	000388	19970908
U1TSE 上市	2023    	000389	20000127
U1TSE 上市	2023    	000390	20000114
U1TSE 上市	2023    	000391	19980216
U1TSE 上市	2023    	000392	20000314
U1TSE 上市	2023    	000393	19981208
U1TSE 上市	2023    	000394	20000317
U1TSE 上市	2023    	000395	20000429
U1TSE 上市	2023    	000396	20000817
U1TSE 上市	2023    	000397	20000908
U1TSE 上市	2023    	000398	20001027
U1TSE 上市	2023    	000399	19981028
U1TSE 上市	2023    	000400	20000911
U1TSE 上市	2023    	000401	19980225
U1TSE 上市	2023    	000402	20000911
U1TSE 上市	2023    	000403	19980113
U1TSE 上市	2023    	000404	20000911
U1TSE 上市	2023    	000405	19970505
U1TSE 上市	2023    	000406	20000911
U1TSE 上市	2023    	000407	19981210
U1TSE 上市	2023    	000408	20000911
U1TSE 上市	2023    	000409	19960525
U1TSE 上市	2023    	000410	20000911
U1TSE 上市	2023    	000411	19980919
U1TSE 上市	2023    	000412	20000911
U1TSE 上市	2023    	000413	19990324
U1TSE 上市	2023    	000414	20000911
U1TSE 上市	2023    	000415	19971219
U1TSE 上市	2023    	000416	20000911
U1TSE 上市	2023    	000417	19980204
U1TSE 上市	2023    	000418	20000911
U1TSE 上市	2023    	000419	19981125
U1TSE 上市	2023    	000420	20000911
U1TSE 上市	2023    	000421	19990331
U1TSE 上市	2023    	000422	20000911
U1TSE 上市	2023    	000423	19990304
U1TSE 上市	2023    	000424	20000911
U1TSE 上市	2023    	000425	19990402
U1TSE 上市	2023    	000426	20000911
U1TSE 上市	2023    	000427	19970507
U1TSE 上市	2023    	000428	20000911
U1TSE 上市	2023    	000429	19970124
U1TSE 上市	2023    	000430	20000911
U1TSE 上市	2023    	000431	19990514
U1TSE 上市	2023    	000432	20000911
U1TSE 上市	2023    	000433	20230531
U1TSE 上市	2023    	000434	19990603
U1TSE 上市	2023    	000435	20000911
U1TSE 上市	2023    	000436	19981104
U1TSE 上市	2023    	000437	20000911
U1TSE 上市	2023    	000438	19970109
U1TSE 上市	2023    	000439	20000911
U1TSE 上市	2023    	000440	19961223
U1TSE 上市	2023    	000441	20000911
U1TSE 上市	2023    	000442	19980818
U1TSE 上市	2023    	000443	20000911
U1TSE 上市	2023    	000444	20001110
U1TSE 上市	2023    	000445	20001026
U1TSE 上市	2023    	000446	20001122
U1TSE 上市	2023    	000447	20010103
U1TSE 上市	2023    	000448	20001208
U1TSE 上市	2023    	000449	20010509
U1TSE 上市	2023    	000450	20010524
U1TSE 上市	2023    	000451	20010503
